nbElements: 2153
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
818, 2101, 473, 666, 749, 
819, 2106, 469, 684, 743, 
820, 2103, 468, 681, 732, 
821, 2104, 465, 684, 736, 
822, 2097, 472, 669, 741, 
823, 2110, 478, 683, 749, 
824, 2093, 475, 683, 741, 
825, 2099, 465, 675, 749, 
826, 2099, 476, 676, 750, 
827, 2099, 469, 679, 746, 
828, 2104, 480, 685, 732, 
829, 2097, 465, 674, 742, 
830, 2092, 483, 679, 738, 
831, 2095, 476, 668, 733, 
832, 2102, 469, 673, 746, 
833, 2093, 470, 666, 737, 
834, 2109, 478, 667, 747, 
835, 2091, 466, 680, 747, 
836, 2103, 465, 683, 737, 
837, 2102, 469, 669, 735, 
838, 2091, 479, 672, 742, 
839, 2090, 480, 685, 738, 
840, 2095, 485, 681, 743, 
841, 2110, 485, 681, 733, 
842, 2099, 472, 681, 737, 
843, 2110, 478, 674, 743, 
844, 2100, 482, 667, 748, 
845, 2095, 466, 667, 743, 
846, 2101, 466, 679, 747, 
847, 2101, 484, 684, 750, 
848, 2101, 476, 668, 744, 
849, 2096, 475, 680, 741, 
850, 2100, 479, 678, 738, 
851, 2105, 469, 677, 741, 
852, 2105, 472, 685, 737, 
853, 2100, 475, 677, 742, 
854, 2110, 477, 667, 745, 
855, 2097, 471, 682, 742, 
856, 2098, 478, 683, 747, 
857, 2099, 478, 683, 749, 
858, 2108, 482, 670, 742, 
859, 2090, 479, 665, 744, 
860, 2110, 475, 670, 739, 
861, 2102, 478, 675, 737, 
862, 2092, 467, 677, 743, 
863, 2093, 474, 676, 746, 
864, 2104, 483, 683, 735, 
865, 2102, 481, 677, 749, 
866, 2097, 483, 678, 744, 
867, 2107, 481, 677, 737, 
868, 2098, 469, 670, 746, 
869, 2092, 469, 680, 730, 
870, 2098, 477, 673, 741, 
871, 2096, 480, 666, 731, 
872, 2105, 474, 665, 739, 
873, 2091, 477, 680, 746, 
874, 2109, 483, 671, 746, 
875, 2098, 478, 682, 750, 
876, 2095, 484, 669, 749, 
877, 2098, 465, 668, 750, 
878, 2101, 470, 668, 736, 
879, 2108, 482, 683, 750, 
880, 2093, 471, 675, 730, 
881, 2091, 469, 680, 739, 
882, 2104, 484, 676, 750, 
883, 2093, 467, 684, 732, 
884, 2101, 465, 678, 744, 
885, 2095, 482, 676, 733, 
886, 2096, 472, 670, 730, 
887, 2101, 483, 679, 736, 
888, 2110, 480, 678, 733, 
889, 2097, 468, 671, 748, 
890, 2110, 466, 676, 740, 
891, 2099, 466, 683, 744, 
892, 2106, 485, 675, 747, 
893, 2100, 465, 675, 747, 
894, 2096, 474, 666, 734, 
895, 2091, 479, 683, 746, 
896, 2099, 483, 681, 739, 
897, 2107, 474, 670, 733, 
898, 2099, 473, 679, 731, 
899, 2102, 485, 676, 737, 
900, 2109, 470, 675, 739, 
901, 2094, 465, 682, 744, 
902, 2104, 484, 667, 738, 
903, 2105, 474, 684, 733, 
904, 2092, 477, 684, 730, 
905, 2098, 484, 679, 746, 
906, 2095, 478, 674, 732, 
907, 2108, 473, 680, 739, 
908, 2093, 474, 684, 735, 
909, 2094, 481, 682, 745, 
910, 2105, 473, 672, 734, 
911, 2090, 468, 682, 738, 
912, 2104, 475, 680, 739, 
913, 2093, 483, 665, 749, 
914, 2109, 476, 685, 749, 
915, 2108, 468, 673, 747, 
916, 2099, 485, 672, 748, 
917, 2094, 475, 679, 742, 
918, 2100, 470, 680, 733, 
919, 2103, 466, 666, 735, 
920, 2103, 472, 671, 736, 
921, 2098, 478, 673, 741, 
922, 2107, 474, 665, 750, 
923, 2101, 473, 680, 747, 
924, 2095, 467, 684, 747, 
925, 2108, 479, 677, 738, 
926, 2104, 482, 665, 741, 
927, 2093, 480, 682, 732, 
928, 2110, 481, 677, 746, 
929, 2090, 478, 673, 731, 
930, 2108, 470, 674, 741, 
931, 2108, 485, 675, 742, 
932, 2095, 485, 676, 742, 
933, 2098, 483, 665, 733, 
934, 2093, 469, 682, 745, 
935, 2094, 479, 666, 747, 
936, 2105, 478, 670, 742, 
937, 2096, 485, 667, 740, 
938, 2109, 479, 676, 731, 
939, 2106, 485, 667, 744, 
940, 2101, 476, 672, 750, 
941, 2093, 482, 685, 742, 
942, 2093, 479, 682, 738, 
943, 2094, 485, 684, 734, 
944, 2108, 468, 665, 743, 
945, 2104, 478, 675, 733, 
946, 2105, 479, 672, 736, 
947, 2093, 470, 674, 745, 
948, 2095, 471, 668, 742, 
949, 2105, 481, 670, 745, 
950, 2106, 482, 669, 743, 
951, 2102, 472, 666, 742, 
952, 2093, 484, 674, 736, 
953, 2100, 475, 668, 733, 
954, 2105, 483, 677, 731, 
955, 2093, 470, 665, 730, 
956, 2092, 479, 671, 738, 
957, 2104, 480, 670, 745, 
958, 2109, 478, 677, 748, 
959, 2108, 480, 673, 735, 
960, 2107, 471, 670, 735, 
961, 2096, 470, 666, 730, 
962, 2109, 467, 674, 747, 
963, 2110, 484, 681, 737, 
964, 2098, 482, 673, 735, 
965, 2094, 477, 672, 738, 
966, 2098, 465, 667, 737, 
967, 2092, 472, 685, 739, 
968, 2099, 480, 677, 743, 
969, 2108, 468, 667, 741, 
970, 2103, 468, 681, 731, 
971, 2090, 481, 672, 731, 
972, 2095, 485, 676, 742, 
973, 2099, 477, 673, 746, 
974, 2107, 470, 681, 730, 
975, 2108, 482, 676, 732, 
976, 2103, 470, 681, 738, 
977, 2104, 477, 672, 747, 
978, 2103, 481, 675, 742, 
979, 2103, 484, 674, 732, 
980, 2097, 470, 674, 740, 
981, 2097, 477, 669, 750, 
982, 2093, 466, 682, 742, 
983, 2110, 475, 683, 744, 
984, 2102, 473, 672, 747, 
985, 2099, 481, 685, 749, 
986, 2092, 467, 676, 747, 
987, 2102, 480, 679, 745, 
988, 2101, 482, 682, 740, 
989, 2095, 471, 668, 745, 
990, 2104, 482, 673, 748, 
991, 2105, 470, 672, 750, 
992, 2095, 478, 678, 750, 
993, 2090, 475, 673, 737, 
994, 2093, 484, 671, 748, 
995, 2096, 480, 665, 735, 
996, 2099, 467, 682, 743, 
997, 2095, 471, 673, 741, 
998, 2100, 472, 668, 732, 
999, 2092, 473, 667, 733, 
1000, 2106, 469, 674, 749, 
1001, 2104, 483, 665, 748, 
1002, 2102, 481, 668, 742, 
1003, 2104, 473, 685, 735, 
1004, 2094, 470, 676, 747, 
1005, 2104, 484, 672, 742, 
1006, 2094, 483, 681, 734, 
1007, 2105, 475, 665, 736, 
1008, 2103, 474, 681, 743, 
1009, 2110, 467, 675, 746, 
1010, 2106, 477, 672, 739, 
1011, 2110, 482, 677, 749, 
1012, 2098, 467, 673, 734, 
1013, 2091, 481, 684, 743, 
1014, 2092, 485, 676, 746, 
1015, 2107, 485, 685, 738, 
1016, 2092, 485, 677, 743, 
1017, 2109, 467, 681, 737, 
1018, 2107, 483, 677, 746, 
1019, 2103, 469, 671, 735, 
1020, 2093, 480, 666, 738, 
1021, 2091, 475, 677, 745, 
1022, 2099, 466, 683, 734, 
1023, 2100, 473, 670, 731, 
1024, 2099, 472, 680, 750, 
1025, 2102, 467, 671, 731, 
1026, 2102, 485, 665, 731, 
1027, 2099, 483, 675, 733, 
1028, 2091, 472, 679, 734, 
1029, 2106, 482, 677, 739, 
1030, 2093, 470, 680, 739, 
1031, 2100, 478, 679, 748, 
1032, 2096, 482, 679, 732, 
1033, 2107, 469, 667, 732, 
1034, 2102, 485, 671, 746, 
1035, 2103, 479, 674, 743, 
1036, 2102, 467, 666, 739, 
1037, 2108, 475, 676, 747, 
1038, 2092, 465, 682, 730, 
1039, 2096, 479, 678, 750, 
1040, 2101, 477, 680, 731, 
1041, 2104, 484, 678, 737, 
1042, 2091, 466, 677, 736, 
1043, 2096, 478, 665, 741, 
1044, 2101, 480, 675, 746, 
1045, 2108, 470, 676, 737, 
1046, 2105, 478, 673, 742, 
1047, 2103, 468, 667, 741, 
1048, 2096, 465, 671, 738, 
1049, 2107, 481, 676, 744, 
1050, 2093, 479, 676, 733, 
1051, 2099, 469, 667, 747, 
1052, 2095, 484, 682, 731, 
1053, 2109, 479, 685, 742, 
1054, 2108, 472, 682, 738, 
1055, 2095, 485, 683, 748, 
1056, 2102, 479, 685, 739, 
1057, 2101, 476, 674, 733, 
1058, 2098, 472, 683, 732, 
1059, 2109, 472, 667, 743, 
1060, 2094, 477, 672, 747, 
1061, 2091, 472, 680, 742, 
1062, 2103, 484, 684, 736, 
1063, 2110, 474, 682, 747, 
1064, 2098, 482, 680, 743, 
1065, 2094, 477, 674, 742, 
1066, 2090, 477, 670, 730, 
1067, 2095, 466, 680, 747, 
1068, 2109, 481, 669, 738, 
1069, 2099, 479, 672, 745, 
1070, 2104, 465, 670, 742, 
1071, 2092, 480, 667, 749, 
1072, 2102, 466, 684, 733, 
1073, 2093, 479, 665, 738, 
1074, 2091, 471, 678, 750, 
1075, 2108, 466, 668, 735, 
1076, 2100, 470, 680, 748, 
1077, 2107, 484, 675, 746, 
1078, 2099, 478, 665, 734, 
1079, 2098, 479, 677, 730, 
1080, 2099, 479, 674, 736, 
1081, 2106, 484, 677, 749, 
1082, 2096, 472, 674, 737, 
1083, 2093, 469, 670, 749, 
1084, 2108, 485, 680, 745, 
1085, 2100, 485, 668, 740, 
1086, 2109, 467, 672, 740, 
1087, 2108, 467, 665, 750, 
1088, 2091, 472, 671, 730, 
1089, 2102, 483, 682, 747, 
1090, 2101, 472, 683, 747, 
1091, 2095, 469, 665, 750, 
1092, 2107, 480, 681, 745, 
1093, 2093, 468, 681, 745, 
1094, 2102, 479, 672, 750, 
1095, 2091, 482, 679, 748, 
1096, 2106, 483, 684, 736, 
1097, 2102, 484, 665, 736, 
1098, 2098, 473, 671, 745, 
1099, 2095, 469, 665, 730, 
1100, 2104, 468, 685, 736, 
1101, 2108, 476, 679, 734, 
1102, 2095, 485, 677, 748, 
1103, 2109, 474, 677, 741, 
1104, 2107, 478, 672, 743, 
1105, 2101, 471, 683, 734, 
1106, 2105, 472, 679, 738, 
1107, 2099, 474, 675, 744, 
1108, 2110, 474, 668, 750, 
1109, 2095, 465, 683, 749, 
1110, 2096, 466, 683, 747, 
1111, 2099, 467, 667, 741, 
1112, 2106, 475, 675, 745, 
1113, 2091, 479, 678, 731, 
1114, 2104, 474, 670, 733, 
1115, 2108, 483, 679, 742, 
1116, 2098, 474, 680, 730, 
1117, 2106, 479, 681, 738, 
1118, 2091, 481, 685, 748, 
1119, 2105, 481, 672, 746, 
1120, 2092, 479, 669, 746, 
1121, 2095, 467, 682, 731, 
1122, 2110, 465, 675, 739, 
1123, 2101, 471, 669, 739, 
1124, 2092, 466, 671, 747, 
1125, 2090, 481, 672, 747, 
1126, 2092, 469, 672, 742, 
1127, 2105, 481, 668, 747, 
1128, 2110, 471, 679, 739, 
1129, 2094, 485, 676, 738, 
1130, 2107, 477, 677, 738, 
1131, 2093, 485, 682, 732, 
1132, 2091, 472, 677, 750, 
1133, 2091, 467, 679, 734, 
1134, 2110, 468, 685, 734, 
1135, 2095, 471, 682, 735, 
1136, 2110, 483, 680, 732, 
1137, 2105, 479, 680, 739, 
1138, 2102, 472, 684, 750, 
1139, 2098, 466, 682, 731, 
1140, 2094, 485, 685, 736, 
1141, 2096, 478, 678, 746, 
1142, 2109, 469, 678, 741, 
1143, 2107, 471, 668, 737, 
1144, 2100, 482, 675, 738, 
1145, 2109, 479, 677, 735, 
1146, 2107, 483, 682, 733, 
1147, 2090, 476, 682, 750, 
1148, 2094, 470, 668, 733, 
1149, 2099, 475, 685, 733, 
1150, 2096, 470, 685, 741, 
1151, 2090, 479, 679, 732, 
1152, 2098, 475, 681, 742, 
1153, 2092, 479, 669, 733, 
1154, 2090, 469, 681, 735, 
1155, 2106, 480, 677, 740, 
1156, 2103, 469, 668, 743, 
1157, 2094, 478, 685, 740, 
1158, 2100, 470, 684, 744, 
1159, 2098, 481, 684, 743, 
1160, 2098, 465, 670, 731, 
1161, 2094, 466, 680, 732, 
1162, 2094, 476, 667, 749, 
1163, 2097, 468, 680, 749, 
1164, 2103, 485, 669, 730, 
1165, 2101, 477, 675, 741, 
1166, 2109, 474, 681, 730, 
1167, 2092, 481, 684, 749, 
1168, 2105, 483, 675, 746, 
1169, 2107, 471, 674, 743, 
1170, 2091, 473, 675, 742, 
1171, 2090, 471, 675, 732, 
1172, 2099, 465, 673, 731, 
1173, 2110, 482, 682, 736, 
1174, 2095, 480, 683, 732, 
1175, 2093, 476, 673, 738, 
1176, 2105, 468, 667, 745, 
1177, 2098, 467, 670, 744, 
1178, 2098, 482, 677, 746, 
1179, 2093, 474, 669, 739, 
1180, 2105, 481, 667, 737, 
1181, 2097, 473, 682, 736, 
1182, 2109, 466, 685, 736, 
1183, 2094, 474, 676, 731, 
1184, 2097, 470, 666, 747, 
1185, 2103, 485, 683, 737, 
1186, 2104, 480, 672, 747, 
1187, 2107, 485, 682, 750, 
1188, 2100, 475, 668, 739, 
1189, 2092, 485, 669, 746, 
1190, 2100, 477, 666, 740, 
1191, 2094, 475, 678, 743, 
1192, 2100, 481, 681, 730, 
1193, 2093, 483, 679, 731, 
1194, 2102, 466, 682, 748, 
1195, 2097, 481, 673, 739, 
1196, 2102, 484, 683, 739, 
1197, 2090, 480, 667, 744, 
1198, 2090, 468, 668, 749, 
1199, 2096, 482, 671, 740, 
1200, 2107, 470, 667, 732, 
1201, 2102, 470, 674, 746, 
1202, 2105, 474, 665, 737, 
1203, 2091, 484, 667, 740, 
1204, 2098, 478, 672, 739, 
1205, 2094, 470, 672, 744, 
1206, 2106, 467, 672, 737, 
1207, 2099, 466, 672, 746, 
1208, 2106, 480, 671, 735, 
1209, 2104, 468, 683, 738, 
1210, 2092, 482, 668, 732, 
1211, 2093, 485, 680, 746, 
1212, 2092, 472, 671, 733, 
1213, 2095, 478, 666, 737, 
1214, 2099, 468, 672, 743, 
1215, 2102, 485, 667, 730, 
1216, 2106, 474, 684, 743, 
1217, 2108, 470, 683, 749, 
1218, 2106, 480, 680, 738, 
1219, 2100, 470, 679, 750, 
1220, 2096, 465, 674, 748, 
1221, 2101, 476, 685, 737, 
1222, 2096, 481, 674, 731, 
1223, 2105, 469, 685, 730, 
1224, 2094, 485, 669, 746, 
1225, 2093, 470, 678, 730, 
1226, 2103, 484, 674, 741, 
1227, 2098, 477, 672, 743, 
1228, 2105, 472, 674, 748, 
1229, 2092, 467, 684, 731, 
1230, 2093, 469, 668, 737, 
1231, 2104, 477, 684, 745, 
1232, 2091, 481, 674, 749, 
1233, 2105, 471, 669, 736, 
1234, 2091, 481, 671, 745, 
1235, 2099, 478, 677, 740, 
1236, 2099, 475, 684, 730, 
1237, 2105, 475, 670, 741, 
1238, 2104, 483, 667, 742, 
1239, 2100, 480, 681, 745, 
1240, 2108, 466, 676, 741, 
1241, 2098, 479, 671, 743, 
1242, 2107, 475, 680, 747, 
1243, 2103, 475, 665, 741, 
1244, 2097, 473, 672, 742, 
1245, 2110, 466, 670, 749, 
1246, 2099, 476, 668, 745, 
1247, 2096, 468, 681, 746, 
1248, 2109, 465, 670, 736, 
1249, 2109, 466, 683, 738, 
1250, 2104, 471, 683, 733, 
1251, 2099, 468, 676, 731, 
1252, 2110, 481, 674, 750, 
1253, 2096, 468, 665, 731, 
1254, 2104, 471, 677, 742, 
1255, 2095, 479, 681, 747, 
1256, 2108, 467, 672, 736, 
1257, 2098, 467, 675, 740, 
1258, 2090, 472, 669, 745, 
1259, 2091, 481, 676, 743, 
1260, 2110, 467, 671, 734, 
1261, 2098, 470, 676, 740, 
1262, 2093, 485, 676, 738, 
1263, 2110, 467, 680, 737, 
1264, 2092, 479, 679, 736, 
1265, 2093, 466, 671, 745, 
1266, 2094, 479, 678, 741, 
1267, 2093, 470, 674, 733, 
1268, 2102, 476, 667, 743, 
1269, 2099, 468, 685, 746, 
1270, 2103, 474, 676, 743, 
1271, 2102, 477, 677, 750, 
1272, 2102, 472, 670, 741, 
1273, 2108, 479, 668, 733, 
1274, 2096, 466, 674, 731, 
1275, 2093, 479, 676, 746, 
1276, 2098, 478, 666, 746, 
1277, 2092, 469, 676, 748, 
1278, 2110, 472, 670, 742, 
1279, 2101, 467, 675, 732, 
1280, 2109, 473, 685, 741, 
1281, 2098, 468, 684, 730, 
1282, 2102, 484, 671, 744, 
1283, 2102, 465, 671, 731, 
1284, 2103, 482, 665, 748, 
1285, 2103, 481, 670, 749, 
1286, 2090, 474, 668, 747, 
1287, 2095, 481, 678, 730, 
1288, 2095, 466, 679, 748, 
1289, 2092, 475, 672, 750, 
1290, 2097, 465, 681, 736, 
1291, 2093, 485, 680, 739, 
1292, 2090, 469, 681, 749, 
1293, 2103, 475, 675, 735, 
1294, 2094, 478, 685, 743, 
1295, 2106, 478, 683, 730, 
1296, 2092, 474, 684, 742, 
1297, 2096, 481, 672, 741, 
1298, 2096, 479, 683, 743, 
1299, 2095, 474, 666, 731, 
1300, 2098, 479, 675, 742, 
1301, 2096, 483, 680, 731, 
1302, 2096, 474, 678, 750, 
1303, 2096, 478, 665, 748, 
1304, 2097, 472, 683, 743, 
1305, 2092, 476, 667, 743, 
1306, 2093, 474, 678, 744, 
1307, 2110, 474, 673, 739, 
1308, 2095, 483, 677, 748, 
1309, 2096, 471, 667, 740, 
1310, 2093, 481, 679, 730, 
1311, 2093, 478, 672, 740, 
1312, 2109, 481, 673, 739, 
1313, 2093, 470, 670, 742, 
1314, 2096, 482, 678, 735, 
1315, 2104, 468, 682, 750, 
1316, 2109, 465, 668, 744, 
1317, 2109, 472, 681, 735, 
1318, 2099, 466, 672, 750, 
1319, 2092, 475, 667, 733, 
1320, 2099, 479, 669, 744, 
1321, 2093, 485, 669, 739, 
1322, 2090, 483, 680, 731, 
1323, 2107, 483, 679, 740, 
1324, 2098, 474, 676, 733, 
1325, 2108, 485, 666, 736, 
1326, 2096, 477, 684, 747, 
1327, 2091, 475, 676, 734, 
1328, 2096, 481, 672, 740, 
1329, 2090, 485, 666, 737, 
1330, 2108, 477, 683, 744, 
1331, 2095, 475, 681, 746, 
1332, 2103, 483, 665, 749, 
1333, 2100, 465, 679, 743, 
1334, 2094, 468, 665, 746, 
1335, 2095, 466, 676, 746, 
1336, 2102, 470, 676, 736, 
1337, 2110, 469, 667, 734, 
1338, 2093, 482, 666, 741, 
1339, 2092, 485, 677, 738, 
1340, 2099, 478, 684, 739, 
1341, 2095, 473, 683, 746, 
1342, 2104, 476, 685, 742, 
1343, 2093, 469, 680, 737, 
1344, 2097, 480, 676, 750, 
1345, 2091, 473, 675, 734, 
1346, 2102, 469, 676, 745, 
1347, 2106, 479, 672, 732, 
1348, 2110, 478, 685, 742, 
1349, 2093, 474, 665, 735, 
1350, 2109, 477, 678, 740, 
1351, 2094, 473, 684, 740, 
1352, 2100, 478, 685, 746, 
1353, 2109, 475, 674, 738, 
1354, 2108, 474, 685, 742, 
1355, 2090, 465, 667, 737, 
1356, 2090, 471, 671, 730, 
1357, 2092, 475, 678, 749, 
1358, 2102, 470, 680, 730, 
1359, 2099, 466, 681, 735, 
1360, 2094, 472, 684, 744, 
1361, 2093, 465, 681, 738, 
1362, 2091, 478, 672, 733, 
1363, 2096, 466, 679, 746, 
1364, 2110, 466, 684, 731, 
1365, 2107, 470, 674, 744, 
1366, 2092, 476, 667, 739, 
1367, 2092, 468, 675, 737, 
1368, 2090, 474, 680, 747, 
1369, 2095, 477, 671, 734, 
1370, 2094, 467, 684, 741, 
1371, 2105, 473, 665, 739, 
1372, 2096, 475, 682, 743, 
1373, 2091, 474, 672, 742, 
1374, 2092, 481, 669, 737, 
1375, 2092, 485, 672, 732, 
1376, 2105, 480, 671, 735, 
1377, 2107, 485, 682, 745, 
1378, 2110, 478, 673, 735, 
1379, 2099, 468, 679, 732, 
1380, 2093, 485, 683, 740, 
1381, 2092, 474, 671, 748, 
1382, 2093, 471, 683, 740, 
1383, 2091, 469, 672, 732, 
1384, 2104, 476, 679, 735, 
1385, 2103, 475, 676, 730, 
1386, 2094, 471, 667, 739, 
1387, 2101, 477, 677, 749, 
1388, 2090, 469, 670, 743, 
1389, 2095, 480, 684, 745, 
1390, 2106, 473, 685, 742, 
1391, 2091, 480, 675, 734, 
1392, 2090, 485, 674, 749, 
1393, 2091, 473, 672, 743, 
1394, 2091, 466, 679, 747, 
1395, 2110, 477, 672, 741, 
1396, 2102, 472, 668, 738, 
1397, 2106, 481, 680, 742, 
1398, 2099, 467, 673, 730, 
1399, 2092, 468, 676, 741, 
1400, 2105, 483, 685, 736, 
1401, 2103, 468, 665, 739, 
1402, 2101, 482, 665, 738, 
1403, 2096, 467, 683, 733, 
1404, 2097, 478, 675, 749, 
1405, 2096, 472, 684, 738, 
1406, 2091, 480, 684, 742, 
1407, 2104, 475, 675, 742, 
1408, 2094, 467, 667, 750, 
1409, 2098, 466, 674, 743, 
1410, 2105, 484, 671, 733, 
1411, 2103, 469, 681, 749, 
1412, 2101, 466, 685, 749, 
1413, 2093, 480, 684, 741, 
1414, 2094, 469, 683, 750, 
1415, 2093, 465, 675, 750, 
1416, 2092, 467, 666, 741, 
1417, 2109, 471, 667, 738, 
1418, 2097, 482, 667, 738, 
1419, 2090, 482, 684, 748, 
1420, 2100, 472, 671, 733, 
1421, 2104, 484, 684, 738, 
1422, 2093, 473, 679, 739, 
1423, 2093, 484, 667, 741, 
1424, 2095, 471, 681, 739, 
1425, 2098, 472, 670, 734, 
1426, 2105, 472, 668, 749, 
1427, 2108, 484, 680, 750, 
1428, 2091, 476, 677, 745, 
1429, 2094, 481, 666, 742, 
1430, 2106, 476, 666, 744, 
1431, 2093, 475, 665, 748, 
1432, 2107, 482, 684, 746, 
1433, 2094, 469, 668, 749, 
1434, 2096, 483, 677, 742, 
1435, 2091, 471, 675, 746, 
1436, 2109, 474, 667, 749, 
1437, 2104, 483, 675, 750, 
1438, 2093, 480, 667, 743, 
1439, 2093, 470, 665, 746, 
1440, 2095, 469, 671, 738, 
1441, 2092, 474, 669, 736, 
1442, 2101, 485, 676, 730, 
1443, 2101, 466, 668, 738, 
1444, 2108, 466, 669, 744, 
1445, 2106, 468, 680, 730, 
1446, 2095, 475, 668, 742, 
1447, 2097, 465, 674, 738, 
1448, 2091, 469, 683, 733, 
1449, 2093, 471, 680, 741, 
1450, 2098, 477, 669, 742, 
1451, 2094, 485, 670, 743, 
1452, 2094, 469, 667, 738, 
1453, 2104, 483, 676, 734, 
1454, 2098, 476, 673, 741, 
1455, 2091, 474, 683, 741, 
1456, 2102, 483, 668, 731, 
1457, 2090, 481, 666, 750, 
1458, 2110, 482, 672, 738, 
1459, 2099, 465, 669, 740, 
1460, 2103, 474, 680, 740, 
1461, 2099, 477, 684, 743, 
1462, 2091, 465, 671, 734, 
1463, 2110, 482, 676, 730, 
1464, 2104, 479, 666, 749, 
1465, 2108, 484, 670, 740, 
1466, 2101, 483, 680, 746, 
1467, 2107, 473, 670, 750, 
1468, 2091, 485, 671, 738, 
1469, 2101, 467, 673, 746, 
1470, 2102, 476, 677, 747, 
1471, 2090, 481, 667, 749, 
1472, 2096, 473, 685, 750, 
1473, 2103, 484, 680, 748, 
1474, 2091, 470, 676, 737, 
1475, 2103, 485, 666, 736, 
1476, 2090, 471, 667, 730, 
1477, 2106, 468, 675, 742, 
1478, 2096, 484, 682, 735, 
1479, 2094, 481, 672, 741, 
1480, 2101, 473, 676, 743, 
1481, 2103, 479, 684, 740, 
1482, 2101, 475, 682, 741, 
1483, 2094, 479, 679, 739, 
1484, 2102, 474, 665, 741, 
1485, 2105, 474, 667, 740, 
1486, 2110, 466, 679, 741, 
1487, 2103, 482, 681, 743, 
1488, 2097, 480, 680, 735, 
1489, 2099, 478, 671, 747, 
1490, 2099, 478, 677, 743, 
1491, 2090, 469, 676, 738, 
1492, 2105, 477, 673, 741, 
1493, 2104, 472, 683, 745, 
1494, 2099, 485, 666, 750, 
1495, 2101, 483, 676, 736, 
1496, 2104, 480, 674, 743, 
1497, 2108, 474, 667, 750, 
1498, 2104, 479, 671, 743, 
1499, 2097, 472, 677, 732, 
1500, 2098, 483, 678, 742, 
1501, 2093, 476, 668, 750, 
1502, 2093, 473, 673, 731, 
1503, 2105, 471, 668, 739, 
1504, 2104, 481, 676, 746, 
1505, 2102, 476, 666, 737, 
1506, 2091, 476, 667, 748, 
1507, 2104, 466, 669, 744, 
1508, 2095, 475, 679, 735, 
1509, 2105, 485, 673, 742, 
1510, 2105, 483, 673, 736, 
1511, 2109, 469, 678, 746, 
1512, 2093, 482, 671, 746, 
1513, 2094, 468, 679, 750, 
1514, 2099, 466, 677, 737, 
1515, 2107, 474, 673, 732, 
1516, 2097, 481, 667, 744, 
1517, 2100, 478, 674, 737, 
1518, 2105, 480, 674, 731, 
1519, 2095, 478, 672, 744, 
1520, 2102, 474, 680, 732, 
1521, 2105, 482, 665, 733, 
1522, 2093, 481, 678, 745, 
1523, 2095, 470, 682, 741, 
1524, 2107, 479, 677, 732, 
1525, 2094, 471, 673, 741, 
1526, 2098, 483, 666, 746, 
1527, 2099, 473, 684, 745, 
1528, 2107, 466, 670, 750, 
1529, 2110, 477, 674, 742, 
1530, 2092, 479, 665, 742, 
1531, 2106, 477, 671, 736, 
1532, 2097, 467, 667, 748, 
1533, 2099, 475, 666, 740, 
1534, 2095, 483, 675, 735, 
1535, 2108, 478, 671, 749, 
1536, 2106, 477, 674, 737, 
1537, 2100, 476, 685, 742, 
1538, 2104, 479, 678, 736, 
1539, 2109, 484, 677, 731, 
1540, 2102, 479, 671, 740, 
1541, 2110, 484, 677, 733, 
1542, 2095, 471, 669, 738, 
1543, 2106, 470, 672, 735, 
1544, 2092, 484, 677, 733, 
1545, 2107, 483, 677, 734, 
1546, 2091, 469, 671, 749, 
1547, 2091, 482, 672, 743, 
1548, 2094, 478, 672, 748, 
1549, 2104, 469, 680, 730, 
1550, 2108, 471, 675, 737, 
1551, 2101, 477, 673, 733, 
1552, 2090, 470, 665, 742, 
1553, 2092, 484, 683, 740, 
1554, 2096, 477, 666, 734, 
1555, 2090, 478, 671, 739, 
1556, 2101, 480, 679, 731, 
1557, 2097, 467, 683, 735, 
1558, 2107, 466, 684, 731, 
1559, 2096, 465, 676, 750, 
1560, 2104, 468, 673, 740, 
1561, 2098, 485, 676, 750, 
1562, 2107, 477, 669, 747, 
1563, 2093, 477, 681, 740, 
1564, 2106, 478, 684, 730, 
1565, 2091, 485, 679, 731, 
1566, 2102, 479, 671, 730, 
1567, 2107, 479, 673, 747, 
1568, 2102, 473, 685, 740, 
1569, 2103, 466, 669, 737, 
1570, 2096, 485, 679, 734, 
1571, 2096, 471, 671, 744, 
1572, 2101, 481, 681, 749, 
1573, 2108, 472, 670, 734, 
1574, 2094, 482, 674, 747, 
1575, 2107, 473, 685, 732, 
1576, 2095, 474, 670, 749, 
1577, 2105, 468, 671, 744, 
1578, 2110, 474, 667, 750, 
1579, 2090, 469, 673, 732, 
1580, 2105, 468, 676, 735, 
1581, 2098, 484, 676, 743, 
1582, 2110, 484, 667, 731, 
1583, 2107, 468, 669, 748, 
1584, 2103, 470, 684, 737, 
1585, 2102, 478, 670, 736, 
1586, 2096, 481, 673, 748, 
1587, 2110, 471, 678, 737, 
1588, 2094, 470, 672, 742, 
1589, 2096, 478, 684, 739, 
1590, 2103, 482, 666, 745, 
1591, 2097, 467, 669, 748, 
1592, 2095, 467, 683, 748, 
1593, 2103, 467, 678, 745, 
1594, 2091, 470, 666, 730, 
1595, 2093, 476, 676, 742, 
1596, 2101, 479, 673, 732, 
1597, 2097, 484, 683, 736, 
1598, 2096, 478, 681, 739, 
1599, 2091, 480, 670, 731, 
1600, 2091, 481, 668, 736, 
1601, 2098, 478, 670, 748, 
1602, 2109, 474, 675, 738, 
