nbElements: 2153
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
818, 2098, 479, 667, 744, 
819, 2090, 467, 677, 736, 
820, 2106, 485, 678, 735, 
821, 2105, 476, 677, 745, 
822, 2094, 468, 670, 736, 
823, 2099, 471, 676, 738, 
824, 2091, 474, 685, 731, 
825, 2106, 473, 667, 734, 
826, 2098, 466, 680, 745, 
827, 2109, 470, 669, 749, 
828, 2095, 476, 680, 748, 
829, 2104, 476, 680, 735, 
830, 2101, 472, 673, 746, 
831, 2098, 475, 671, 733, 
832, 2104, 469, 666, 734, 
833, 2097, 485, 678, 742, 
834, 2106, 485, 677, 734, 
835, 2099, 480, 668, 748, 
836, 2100, 485, 680, 750, 
837, 2092, 475, 673, 733, 
838, 2092, 479, 678, 734, 
839, 2098, 477, 682, 748, 
840, 2099, 472, 672, 732, 
841, 2110, 479, 666, 738, 
842, 2091, 477, 672, 749, 
843, 2101, 479, 669, 734, 
844, 2109, 479, 668, 744, 
845, 2110, 483, 669, 731, 
846, 2100, 478, 674, 742, 
847, 2110, 481, 679, 742, 
848, 2100, 473, 667, 749, 
849, 2104, 478, 678, 740, 
850, 2110, 470, 684, 750, 
851, 2103, 473, 675, 736, 
852, 2100, 475, 678, 732, 
853, 2108, 485, 674, 747, 
854, 2103, 465, 674, 730, 
855, 2096, 471, 679, 730, 
856, 2110, 471, 672, 735, 
857, 2103, 473, 671, 741, 
858, 2090, 484, 685, 744, 
859, 2110, 472, 679, 749, 
860, 2110, 474, 666, 748, 
861, 2105, 481, 674, 730, 
862, 2110, 482, 665, 740, 
863, 2090, 481, 682, 732, 
864, 2104, 480, 670, 748, 
865, 2091, 465, 678, 740, 
866, 2108, 476, 685, 743, 
867, 2105, 469, 669, 730, 
868, 2095, 470, 676, 737, 
869, 2105, 482, 678, 749, 
870, 2095, 476, 683, 743, 
871, 2090, 467, 676, 735, 
872, 2106, 485, 678, 749, 
873, 2092, 465, 678, 740, 
874, 2101, 483, 673, 744, 
875, 2090, 478, 673, 730, 
876, 2096, 476, 678, 745, 
877, 2095, 468, 676, 750, 
878, 2090, 471, 667, 742, 
879, 2094, 480, 667, 738, 
880, 2094, 474, 665, 744, 
881, 2092, 485, 674, 733, 
882, 2108, 476, 677, 739, 
883, 2094, 477, 683, 733, 
884, 2092, 471, 668, 739, 
885, 2090, 468, 684, 736, 
886, 2100, 471, 673, 749, 
887, 2098, 470, 670, 742, 
888, 2104, 478, 668, 746, 
889, 2094, 481, 679, 733, 
890, 2095, 478, 681, 747, 
891, 2090, 485, 667, 730, 
892, 2104, 479, 675, 750, 
893, 2094, 482, 674, 750, 
894, 2101, 481, 679, 743, 
895, 2101, 478, 679, 739, 
896, 2105, 469, 679, 743, 
897, 2096, 467, 672, 741, 
898, 2097, 469, 682, 733, 
899, 2107, 469, 665, 748, 
900, 2106, 482, 673, 750, 
901, 2106, 482, 666, 731, 
902, 2095, 466, 674, 747, 
903, 2095, 477, 669, 733, 
904, 2098, 482, 681, 744, 
905, 2108, 483, 669, 741, 
906, 2107, 483, 668, 748, 
907, 2096, 476, 667, 746, 
908, 2095, 470, 671, 741, 
909, 2094, 485, 675, 733, 
910, 2091, 471, 678, 744, 
911, 2106, 468, 677, 745, 
912, 2105, 478, 675, 742, 
913, 2091, 485, 673, 731, 
914, 2108, 481, 674, 731, 
915, 2106, 485, 684, 740, 
916, 2099, 474, 681, 739, 
917, 2102, 477, 673, 742, 
918, 2109, 474, 666, 736, 
919, 2097, 485, 683, 737, 
920, 2093, 472, 678, 741, 
921, 2107, 481, 679, 749, 
922, 2102, 471, 667, 741, 
923, 2105, 484, 665, 747, 
924, 2100, 470, 677, 743, 
925, 2110, 468, 677, 748, 
926, 2099, 480, 682, 749, 
927, 2097, 477, 679, 739, 
928, 2105, 477, 671, 736, 
929, 2095, 481, 673, 743, 
930, 2110, 472, 675, 731, 
931, 2093, 483, 671, 738, 
932, 2107, 473, 674, 742, 
933, 2093, 477, 679, 739, 
934, 2110, 465, 674, 741, 
935, 2094, 471, 672, 734, 
936, 2094, 480, 672, 748, 
937, 2093, 468, 681, 750, 
938, 2109, 468, 676, 749, 
939, 2109, 485, 682, 743, 
940, 2110, 471, 671, 731, 
941, 2096, 482, 673, 733, 
942, 2105, 474, 675, 733, 
943, 2098, 466, 668, 732, 
944, 2110, 483, 675, 749, 
945, 2100, 467, 671, 743, 
946, 2098, 475, 667, 731, 
947, 2104, 475, 674, 740, 
948, 2100, 465, 679, 743, 
949, 2104, 470, 677, 733, 
950, 2097, 471, 682, 739, 
951, 2090, 481, 672, 731, 
952, 2090, 478, 670, 735, 
953, 2109, 482, 674, 730, 
954, 2096, 475, 684, 743, 
955, 2108, 472, 682, 738, 
956, 2090, 466, 670, 732, 
957, 2091, 468, 682, 743, 
958, 2095, 475, 665, 736, 
959, 2101, 473, 667, 744, 
960, 2093, 465, 679, 730, 
961, 2107, 478, 672, 747, 
962, 2103, 476, 667, 747, 
963, 2100, 466, 676, 743, 
964, 2094, 481, 681, 734, 
965, 2109, 477, 673, 747, 
966, 2092, 477, 668, 731, 
967, 2106, 477, 685, 733, 
968, 2110, 482, 665, 741, 
969, 2091, 484, 678, 733, 
970, 2102, 477, 684, 748, 
971, 2105, 476, 666, 736, 
972, 2110, 485, 685, 746, 
973, 2107, 465, 683, 749, 
974, 2104, 474, 676, 739, 
975, 2097, 482, 675, 743, 
976, 2102, 465, 679, 749, 
977, 2108, 484, 675, 743, 
978, 2104, 479, 673, 747, 
979, 2102, 480, 672, 747, 
980, 2095, 466, 668, 737, 
981, 2101, 478, 672, 735, 
982, 2099, 477, 684, 748, 
983, 2091, 484, 674, 748, 
984, 2096, 467, 675, 742, 
985, 2097, 470, 685, 738, 
986, 2109, 479, 682, 732, 
987, 2093, 472, 666, 734, 
988, 2099, 483, 667, 741, 
989, 2096, 470, 673, 748, 
990, 2105, 480, 680, 749, 
991, 2095, 473, 674, 748, 
992, 2096, 479, 665, 731, 
993, 2107, 484, 672, 738, 
994, 2098, 481, 676, 745, 
995, 2102, 467, 665, 732, 
996, 2107, 481, 667, 739, 
997, 2109, 475, 674, 749, 
998, 2094, 472, 679, 735, 
999, 2098, 470, 673, 744, 
1000, 2101, 483, 669, 744, 
1001, 2094, 476, 680, 745, 
1002, 2093, 485, 685, 742, 
1003, 2107, 465, 674, 733, 
1004, 2098, 465, 677, 731, 
1005, 2101, 481, 672, 736, 
1006, 2108, 468, 674, 730, 
1007, 2106, 468, 679, 736, 
1008, 2090, 470, 667, 744, 
1009, 2102, 468, 666, 731, 
1010, 2095, 476, 675, 749, 
1011, 2092, 480, 667, 731, 
1012, 2099, 478, 668, 745, 
1013, 2110, 469, 682, 743, 
1014, 2103, 472, 684, 736, 
1015, 2106, 466, 667, 747, 
1016, 2100, 476, 665, 737, 
1017, 2093, 478, 685, 750, 
1018, 2110, 465, 672, 747, 
1019, 2099, 481, 680, 736, 
1020, 2092, 469, 672, 737, 
1021, 2107, 469, 677, 749, 
1022, 2105, 470, 670, 745, 
1023, 2091, 470, 667, 738, 
1024, 2105, 476, 681, 746, 
1025, 2100, 482, 679, 750, 
1026, 2106, 478, 680, 750, 
1027, 2095, 467, 674, 738, 
1028, 2110, 476, 676, 734, 
1029, 2104, 474, 670, 746, 
1030, 2099, 479, 682, 741, 
1031, 2104, 468, 684, 749, 
1032, 2096, 469, 678, 740, 
1033, 2101, 470, 677, 742, 
1034, 2109, 480, 666, 738, 
1035, 2104, 468, 673, 746, 
1036, 2091, 479, 667, 733, 
1037, 2102, 479, 666, 750, 
1038, 2107, 477, 676, 734, 
1039, 2108, 484, 665, 745, 
1040, 2103, 484, 680, 742, 
1041, 2109, 475, 680, 731, 
1042, 2105, 484, 673, 732, 
1043, 2095, 471, 675, 735, 
1044, 2103, 475, 678, 730, 
1045, 2110, 479, 666, 740, 
1046, 2104, 472, 675, 741, 
1047, 2106, 484, 669, 730, 
1048, 2097, 467, 673, 744, 
1049, 2108, 465, 667, 732, 
1050, 2108, 466, 682, 749, 
1051, 2110, 484, 683, 742, 
1052, 2100, 474, 676, 747, 
1053, 2094, 470, 685, 734, 
1054, 2098, 465, 670, 738, 
1055, 2092, 470, 673, 732, 
1056, 2093, 478, 665, 732, 
1057, 2094, 468, 671, 732, 
1058, 2110, 478, 677, 747, 
1059, 2099, 467, 669, 735, 
1060, 2103, 485, 682, 745, 
1061, 2107, 466, 684, 743, 
1062, 2091, 472, 678, 733, 
1063, 2101, 466, 685, 749, 
1064, 2096, 485, 679, 739, 
1065, 2109, 482, 682, 736, 
1066, 2105, 483, 670, 739, 
1067, 2098, 473, 680, 737, 
1068, 2090, 466, 684, 732, 
1069, 2100, 475, 676, 735, 
1070, 2102, 479, 684, 749, 
1071, 2101, 473, 671, 745, 
1072, 2107, 465, 677, 742, 
1073, 2090, 475, 676, 737, 
1074, 2105, 483, 667, 730, 
1075, 2106, 482, 675, 736, 
1076, 2091, 468, 667, 735, 
1077, 2095, 472, 673, 749, 
1078, 2094, 479, 673, 735, 
1079, 2108, 484, 679, 730, 
1080, 2101, 476, 684, 731, 
1081, 2108, 480, 683, 731, 
1082, 2094, 475, 677, 742, 
1083, 2098, 467, 675, 736, 
1084, 2091, 484, 672, 749, 
1085, 2101, 465, 667, 749, 
1086, 2103, 485, 674, 739, 
1087, 2103, 473, 669, 744, 
1088, 2098, 470, 678, 740, 
1089, 2109, 475, 666, 733, 
1090, 2094, 472, 665, 745, 
1091, 2102, 485, 677, 748, 
1092, 2104, 472, 679, 749, 
1093, 2106, 479, 682, 746, 
1094, 2095, 474, 670, 745, 
1095, 2106, 469, 669, 745, 
1096, 2101, 471, 666, 739, 
1097, 2101, 485, 685, 746, 
1098, 2107, 470, 680, 744, 
1099, 2091, 472, 670, 738, 
1100, 2092, 474, 679, 740, 
1101, 2099, 484, 671, 739, 
1102, 2107, 481, 679, 742, 
1103, 2096, 485, 670, 736, 
1104, 2098, 466, 671, 750, 
1105, 2105, 465, 673, 739, 
1106, 2105, 484, 667, 743, 
1107, 2107, 467, 677, 735, 
1108, 2103, 465, 666, 734, 
1109, 2094, 481, 681, 746, 
1110, 2090, 481, 665, 744, 
1111, 2104, 473, 670, 738, 
1112, 2105, 484, 676, 733, 
1113, 2093, 478, 670, 744, 
1114, 2094, 475, 675, 733, 
1115, 2090, 467, 681, 747, 
1116, 2096, 465, 671, 736, 
1117, 2101, 481, 673, 748, 
1118, 2105, 472, 665, 750, 
1119, 2090, 471, 680, 735, 
1120, 2099, 467, 667, 749, 
1121, 2104, 472, 683, 734, 
1122, 2109, 482, 680, 744, 
1123, 2110, 467, 675, 731, 
1124, 2100, 471, 670, 750, 
1125, 2092, 469, 681, 734, 
1126, 2109, 470, 673, 733, 
1127, 2093, 466, 681, 737, 
1128, 2110, 476, 666, 730, 
1129, 2102, 475, 678, 735, 
1130, 2110, 467, 673, 743, 
1131, 2093, 484, 680, 744, 
1132, 2098, 480, 666, 737, 
1133, 2105, 479, 680, 732, 
1134, 2094, 477, 674, 744, 
1135, 2107, 483, 673, 731, 
1136, 2093, 480, 679, 745, 
1137, 2092, 469, 670, 746, 
1138, 2099, 470, 669, 744, 
1139, 2110, 465, 679, 741, 
1140, 2107, 467, 667, 739, 
1141, 2098, 485, 667, 737, 
1142, 2090, 476, 675, 730, 
1143, 2105, 467, 670, 733, 
1144, 2098, 471, 668, 740, 
1145, 2097, 471, 678, 733, 
1146, 2103, 482, 684, 740, 
1147, 2104, 474, 669, 749, 
1148, 2091, 479, 665, 734, 
1149, 2102, 468, 683, 736, 
1150, 2093, 480, 674, 742, 
1151, 2095, 470, 680, 748, 
1152, 2096, 480, 681, 731, 
1153, 2104, 484, 677, 740, 
1154, 2100, 479, 682, 734, 
1155, 2098, 476, 682, 737, 
1156, 2109, 480, 682, 742, 
1157, 2104, 472, 668, 740, 
1158, 2097, 467, 668, 735, 
1159, 2106, 482, 683, 732, 
1160, 2091, 483, 666, 742, 
1161, 2095, 468, 676, 734, 
1162, 2103, 481, 682, 745, 
1163, 2094, 483, 669, 731, 
1164, 2102, 479, 681, 735, 
1165, 2109, 473, 666, 734, 
1166, 2109, 477, 668, 750, 
1167, 2091, 469, 666, 734, 
1168, 2103, 466, 666, 746, 
1169, 2090, 484, 679, 749, 
1170, 2091, 475, 677, 743, 
1171, 2093, 474, 675, 733, 
1172, 2107, 478, 670, 737, 
1173, 2109, 479, 681, 743, 
1174, 2096, 484, 681, 743, 
1175, 2103, 481, 666, 734, 
1176, 2100, 484, 683, 750, 
1177, 2107, 475, 676, 743, 
1178, 2104, 480, 677, 731, 
1179, 2090, 466, 667, 747, 
1180, 2103, 478, 667, 735, 
1181, 2109, 483, 685, 745, 
1182, 2091, 478, 682, 733, 
1183, 2108, 467, 679, 732, 
1184, 2105, 478, 674, 748, 
1185, 2104, 473, 676, 737, 
1186, 2097, 475, 678, 734, 
1187, 2109, 483, 683, 741, 
1188, 2107, 485, 685, 731, 
1189, 2091, 480, 682, 736, 
1190, 2096, 482, 671, 746, 
1191, 2097, 468, 671, 745, 
1192, 2093, 467, 685, 747, 
1193, 2090, 468, 678, 741, 
1194, 2109, 478, 676, 747, 
1195, 2104, 482, 683, 747, 
1196, 2107, 471, 679, 741, 
1197, 2096, 477, 673, 739, 
1198, 2091, 483, 672, 731, 
1199, 2098, 473, 685, 747, 
1200, 2094, 470, 681, 741, 
1201, 2094, 474, 672, 732, 
1202, 2101, 473, 673, 738, 
1203, 2107, 484, 684, 730, 
1204, 2097, 478, 667, 734, 
1205, 2102, 469, 676, 749, 
1206, 2102, 466, 685, 750, 
1207, 2104, 478, 667, 745, 
1208, 2099, 484, 680, 743, 
1209, 2109, 484, 683, 746, 
1210, 2110, 480, 674, 740, 
1211, 2093, 470, 666, 742, 
1212, 2091, 482, 682, 741, 
1213, 2102, 482, 680, 741, 
1214, 2105, 481, 678, 730, 
1215, 2094, 474, 671, 737, 
1216, 2102, 479, 671, 741, 
1217, 2096, 469, 665, 743, 
1218, 2099, 471, 676, 739, 
1219, 2092, 470, 669, 738, 
1220, 2102, 472, 682, 738, 
1221, 2095, 481, 675, 743, 
1222, 2109, 477, 676, 740, 
1223, 2100, 473, 674, 737, 
1224, 2094, 467, 673, 736, 
1225, 2101, 475, 669, 741, 
1226, 2108, 485, 683, 739, 
1227, 2107, 466, 677, 748, 
1228, 2099, 466, 677, 731, 
1229, 2097, 466, 676, 750, 
1230, 2108, 472, 683, 731, 
1231, 2095, 485, 669, 738, 
1232, 2096, 478, 671, 746, 
1233, 2103, 480, 683, 744, 
1234, 2095, 482, 667, 730, 
1235, 2105, 478, 681, 735, 
1236, 2097, 485, 683, 733, 
1237, 2109, 482, 673, 737, 
1238, 2091, 465, 682, 742, 
1239, 2105, 484, 673, 745, 
1240, 2104, 469, 682, 749, 
1241, 2106, 481, 673, 739, 
1242, 2093, 470, 679, 741, 
1243, 2107, 484, 680, 747, 
1244, 2095, 485, 671, 730, 
1245, 2090, 467, 678, 742, 
1246, 2103, 471, 682, 734, 
1247, 2104, 472, 674, 733, 
1248, 2104, 483, 676, 749, 
1249, 2098, 475, 680, 746, 
1250, 2108, 476, 669, 732, 
1251, 2098, 471, 671, 746, 
1252, 2101, 465, 681, 748, 
1253, 2105, 466, 684, 742, 
1254, 2098, 479, 684, 743, 
1255, 2107, 480, 681, 735, 
1256, 2090, 485, 681, 742, 
1257, 2110, 485, 671, 735, 
1258, 2094, 477, 666, 744, 
1259, 2098, 479, 681, 747, 
1260, 2109, 468, 665, 732, 
1261, 2099, 484, 677, 731, 
1262, 2098, 473, 669, 750, 
1263, 2096, 485, 681, 738, 
1264, 2106, 470, 668, 739, 
1265, 2110, 467, 684, 736, 
1266, 2099, 472, 676, 745, 
1267, 2093, 465, 671, 731, 
1268, 2104, 469, 678, 740, 
1269, 2090, 480, 667, 737, 
1270, 2106, 467, 669, 737, 
1271, 2095, 485, 677, 736, 
1272, 2095, 465, 683, 748, 
1273, 2108, 477, 672, 741, 
1274, 2107, 485, 678, 738, 
1275, 2103, 465, 666, 740, 
1276, 2097, 476, 670, 737, 
1277, 2092, 476, 678, 734, 
1278, 2099, 475, 685, 750, 
1279, 2107, 481, 683, 750, 
1280, 2091, 465, 684, 731, 
1281, 2093, 465, 675, 747, 
1282, 2106, 478, 672, 747, 
1283, 2102, 477, 670, 732, 
1284, 2098, 482, 685, 739, 
1285, 2095, 482, 671, 746, 
1286, 2110, 477, 677, 733, 
1287, 2107, 473, 678, 748, 
1288, 2106, 471, 671, 747, 
1289, 2097, 481, 682, 747, 
1290, 2091, 466, 684, 735, 
1291, 2097, 466, 667, 731, 
1292, 2098, 479, 675, 739, 
1293, 2090, 480, 682, 731, 
1294, 2101, 480, 668, 742, 
1295, 2095, 482, 675, 730, 
1296, 2106, 485, 680, 739, 
1297, 2090, 477, 671, 737, 
1298, 2098, 478, 678, 733, 
1299, 2092, 484, 676, 749, 
1300, 2092, 482, 666, 750, 
1301, 2095, 471, 671, 737, 
1302, 2103, 475, 674, 738, 
1303, 2098, 473, 672, 748, 
1304, 2102, 475, 685, 743, 
1305, 2100, 474, 665, 743, 
1306, 2097, 481, 668, 734, 
1307, 2105, 474, 683, 733, 
1308, 2108, 485, 674, 748, 
1309, 2103, 477, 667, 746, 
1310, 2093, 467, 675, 745, 
1311, 2104, 475, 667, 740, 
1312, 2102, 479, 682, 743, 
1313, 2104, 480, 668, 746, 
1314, 2094, 468, 678, 741, 
1315, 2099, 476, 683, 746, 
1316, 2108, 466, 679, 738, 
1317, 2094, 473, 666, 744, 
1318, 2097, 470, 667, 748, 
1319, 2102, 467, 684, 734, 
1320, 2092, 468, 681, 747, 
1321, 2109, 475, 666, 733, 
1322, 2107, 472, 684, 750, 
1323, 2108, 483, 684, 734, 
1324, 2102, 482, 666, 738, 
1325, 2096, 478, 674, 742, 
1326, 2090, 474, 675, 733, 
1327, 2110, 466, 683, 744, 
1328, 2094, 470, 672, 750, 
1329, 2110, 469, 678, 734, 
1330, 2100, 465, 679, 743, 
1331, 2109, 467, 667, 743, 
1332, 2103, 470, 671, 737, 
1333, 2095, 469, 685, 750, 
1334, 2103, 471, 676, 734, 
1335, 2098, 478, 685, 734, 
1336, 2108, 471, 676, 732, 
1337, 2103, 478, 671, 736, 
1338, 2107, 470, 669, 739, 
1339, 2091, 466, 666, 745, 
1340, 2102, 482, 677, 735, 
1341, 2105, 477, 672, 734, 
1342, 2108, 476, 666, 741, 
1343, 2104, 465, 677, 749, 
1344, 2109, 478, 672, 740, 
1345, 2110, 482, 673, 734, 
1346, 2110, 467, 674, 733, 
1347, 2091, 483, 678, 732, 
1348, 2103, 469, 674, 745, 
1349, 2101, 485, 681, 741, 
1350, 2103, 476, 675, 744, 
1351, 2098, 481, 678, 748, 
1352, 2095, 474, 675, 750, 
1353, 2090, 477, 668, 737, 
1354, 2090, 480, 673, 734, 
1355, 2107, 465, 684, 731, 
1356, 2110, 467, 683, 732, 
1357, 2090, 466, 666, 742, 
1358, 2103, 479, 677, 747, 
1359, 2090, 471, 683, 745, 
1360, 2102, 484, 675, 744, 
1361, 2102, 469, 683, 745, 
1362, 2096, 469, 669, 743, 
1363, 2102, 468, 683, 738, 
1364, 2110, 471, 673, 743, 
1365, 2104, 482, 677, 736, 
1366, 2103, 466, 670, 742, 
1367, 2106, 468, 678, 736, 
1368, 2098, 478, 676, 747, 
1369, 2110, 470, 677, 734, 
1370, 2093, 483, 675, 733, 
1371, 2101, 482, 676, 747, 
1372, 2104, 471, 665, 742, 
1373, 2100, 472, 668, 730, 
1374, 2091, 485, 669, 739, 
1375, 2106, 475, 672, 732, 
1376, 2104, 483, 677, 743, 
1377, 2108, 472, 683, 730, 
1378, 2097, 471, 682, 744, 
1379, 2105, 473, 673, 738, 
1380, 2100, 465, 667, 739, 
1381, 2095, 481, 666, 750, 
1382, 2093, 474, 676, 743, 
1383, 2102, 470, 666, 742, 
1384, 2098, 474, 667, 743, 
1385, 2108, 474, 673, 743, 
1386, 2101, 474, 668, 731, 
1387, 2097, 472, 667, 730, 
1388, 2090, 484, 675, 731, 
1389, 2095, 470, 682, 730, 
1390, 2094, 474, 670, 734, 
1391, 2101, 474, 677, 738, 
1392, 2098, 485, 665, 738, 
1393, 2105, 468, 665, 736, 
1394, 2093, 483, 684, 745, 
1395, 2094, 475, 666, 739, 
1396, 2109, 485, 667, 741, 
1397, 2106, 473, 679, 736, 
1398, 2093, 467, 673, 740, 
1399, 2091, 474, 668, 730, 
1400, 2097, 465, 673, 750, 
1401, 2093, 474, 666, 742, 
1402, 2109, 471, 669, 745, 
1403, 2095, 475, 678, 735, 
1404, 2098, 482, 682, 731, 
1405, 2103, 479, 675, 745, 
1406, 2104, 475, 678, 736, 
1407, 2093, 479, 668, 749, 
1408, 2103, 484, 672, 745, 
1409, 2092, 477, 685, 749, 
1410, 2097, 484, 685, 733, 
1411, 2093, 476, 671, 750, 
1412, 2098, 472, 665, 746, 
1413, 2110, 485, 670, 749, 
1414, 2104, 476, 665, 750, 
1415, 2101, 479, 665, 737, 
1416, 2100, 480, 681, 749, 
1417, 2101, 479, 671, 749, 
1418, 2100, 479, 667, 743, 
1419, 2092, 479, 674, 746, 
1420, 2092, 482, 684, 741, 
1421, 2107, 469, 671, 733, 
1422, 2095, 485, 672, 744, 
1423, 2090, 483, 684, 738, 
1424, 2107, 483, 671, 731, 
1425, 2104, 473, 684, 731, 
1426, 2090, 479, 685, 731, 
1427, 2094, 468, 671, 742, 
1428, 2096, 473, 668, 736, 
1429, 2099, 473, 671, 748, 
1430, 2094, 474, 666, 747, 
1431, 2109, 475, 673, 736, 
1432, 2090, 473, 681, 746, 
1433, 2103, 485, 672, 739, 
1434, 2097, 474, 671, 742, 
1435, 2104, 470, 677, 737, 
1436, 2095, 480, 669, 736, 
1437, 2105, 468, 668, 747, 
1438, 2110, 473, 673, 733, 
1439, 2096, 485, 675, 737, 
1440, 2105, 485, 684, 731, 
1441, 2107, 472, 669, 748, 
1442, 2103, 473, 677, 734, 
1443, 2097, 477, 667, 730, 
1444, 2100, 468, 675, 742, 
1445, 2107, 473, 677, 748, 
1446, 2093, 476, 681, 742, 
1447, 2099, 472, 667, 737, 
1448, 2090, 467, 669, 740, 
1449, 2090, 466, 681, 748, 
1450, 2091, 479, 682, 739, 
1451, 2100, 477, 670, 732, 
1452, 2098, 471, 680, 737, 
1453, 2109, 475, 680, 748, 
1454, 2105, 474, 676, 749, 
1455, 2108, 479, 665, 741, 
1456, 2097, 470, 676, 733, 
1457, 2093, 476, 665, 749, 
1458, 2100, 468, 669, 748, 
1459, 2104, 466, 684, 730, 
1460, 2096, 481, 667, 747, 
1461, 2106, 466, 683, 747, 
1462, 2096, 478, 666, 745, 
1463, 2097, 473, 675, 735, 
1464, 2090, 476, 682, 734, 
1465, 2096, 484, 671, 750, 
1466, 2110, 481, 678, 747, 
1467, 2092, 485, 671, 733, 
1468, 2106, 475, 666, 734, 
1469, 2103, 470, 678, 732, 
1470, 2096, 478, 675, 732, 
1471, 2090, 480, 682, 733, 
1472, 2091, 483, 671, 730, 
1473, 2106, 476, 679, 748, 
1474, 2102, 483, 669, 750, 
1475, 2100, 468, 680, 731, 
1476, 2097, 468, 683, 732, 
1477, 2105, 483, 665, 741, 
1478, 2096, 472, 674, 737, 
1479, 2108, 469, 681, 746, 
1480, 2092, 471, 665, 744, 
1481, 2092, 481, 674, 742, 
1482, 2093, 477, 669, 748, 
1483, 2108, 471, 676, 736, 
1484, 2096, 469, 680, 741, 
1485, 2104, 469, 680, 741, 
1486, 2110, 482, 671, 745, 
1487, 2104, 485, 674, 734, 
1488, 2099, 480, 682, 734, 
1489, 2099, 474, 685, 747, 
1490, 2104, 482, 677, 734, 
1491, 2090, 473, 666, 731, 
1492, 2099, 469, 684, 730, 
1493, 2100, 476, 668, 745, 
1494, 2097, 478, 668, 736, 
1495, 2095, 475, 683, 741, 
1496, 2101, 484, 681, 735, 
1497, 2093, 470, 685, 745, 
1498, 2097, 471, 665, 747, 
1499, 2092, 484, 667, 736, 
1500, 2105, 473, 678, 732, 
1501, 2101, 469, 680, 747, 
1502, 2098, 471, 666, 747, 
1503, 2100, 465, 673, 749, 
1504, 2108, 466, 668, 743, 
1505, 2093, 482, 678, 734, 
1506, 2108, 474, 665, 732, 
1507, 2104, 473, 675, 734, 
1508, 2105, 470, 668, 737, 
1509, 2107, 470, 667, 748, 
1510, 2091, 479, 685, 746, 
1511, 2092, 465, 681, 733, 
1512, 2110, 484, 667, 746, 
1513, 2109, 474, 670, 743, 
1514, 2108, 476, 671, 735, 
1515, 2093, 467, 683, 750, 
1516, 2098, 467, 682, 734, 
1517, 2093, 473, 670, 737, 
1518, 2097, 482, 665, 741, 
1519, 2104, 485, 670, 745, 
1520, 2091, 482, 672, 741, 
1521, 2094, 483, 684, 746, 
1522, 2096, 484, 672, 750, 
1523, 2107, 485, 684, 747, 
1524, 2095, 474, 684, 744, 
1525, 2107, 476, 681, 732, 
1526, 2102, 466, 680, 746, 
1527, 2108, 476, 671, 743, 
1528, 2090, 465, 665, 750, 
1529, 2099, 470, 685, 746, 
1530, 2106, 478, 670, 749, 
1531, 2104, 477, 666, 746, 
1532, 2096, 471, 672, 746, 
1533, 2092, 482, 675, 747, 
1534, 2097, 468, 666, 750, 
1535, 2093, 482, 676, 749, 
1536, 2100, 474, 675, 743, 
1537, 2109, 478, 672, 746, 
1538, 2103, 484, 684, 732, 
1539, 2102, 470, 666, 733, 
1540, 2100, 478, 672, 735, 
1541, 2090, 481, 676, 733, 
1542, 2100, 482, 673, 740, 
1543, 2098, 483, 665, 743, 
1544, 2109, 476, 668, 749, 
1545, 2100, 478, 683, 740, 
1546, 2108, 467, 672, 742, 
1547, 2101, 481, 676, 745, 
1548, 2094, 482, 681, 735, 
1549, 2091, 481, 670, 741, 
1550, 2098, 475, 665, 735, 
1551, 2108, 479, 668, 731, 
1552, 2093, 469, 669, 735, 
1553, 2097, 474, 669, 740, 
1554, 2107, 465, 681, 743, 
1555, 2104, 477, 677, 732, 
1556, 2091, 473, 684, 731, 
1557, 2095, 476, 666, 744, 
1558, 2103, 465, 677, 738, 
1559, 2095, 477, 681, 734, 
1560, 2104, 477, 678, 732, 
1561, 2107, 475, 673, 750, 
1562, 2099, 481, 676, 738, 
1563, 2100, 471, 671, 750, 
1564, 2102, 482, 669, 739, 
1565, 2100, 472, 667, 744, 
1566, 2090, 474, 674, 734, 
1567, 2099, 470, 674, 740, 
1568, 2097, 473, 669, 746, 
1569, 2106, 474, 680, 737, 
1570, 2103, 470, 682, 750, 
1571, 2095, 471, 680, 733, 
1572, 2099, 475, 675, 737, 
1573, 2096, 468, 679, 731, 
1574, 2095, 466, 670, 736, 
1575, 2094, 483, 677, 743, 
1576, 2099, 468, 667, 734, 
1577, 2105, 470, 678, 746, 
1578, 2103, 476, 677, 742, 
1579, 2101, 469, 675, 733, 
1580, 2097, 479, 684, 750, 
1581, 2099, 472, 678, 740, 
1582, 2096, 479, 673, 733, 
1583, 2094, 472, 668, 740, 
1584, 2095, 467, 666, 742, 
1585, 2104, 465, 682, 735, 
1586, 2101, 478, 671, 742, 
1587, 2106, 477, 669, 750, 
1588, 2110, 482, 667, 740, 
1589, 2099, 466, 673, 741, 
1590, 2106, 483, 670, 746, 
1591, 2103, 469, 671, 746, 
1592, 2102, 470, 681, 747, 
1593, 2110, 484, 673, 749, 
1594, 2102, 473, 677, 740, 
1595, 2102, 484, 670, 749, 
1596, 2098, 477, 683, 744, 
1597, 2103, 474, 665, 746, 
1598, 2109, 478, 674, 738, 
1599, 2096, 468, 678, 745, 
1600, 2102, 467, 674, 735, 
1601, 2103, 475, 679, 731, 
1602, 2095, 472, 668, 740, 
