nbElements: 2153
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
576, 2104, 1480, 654, 478, 695, 472, 
577, 2092, 1465, 657, 493, 676, 471, 
578, 2104, 1468, 689, 472, 674, 470, 
579, 2094, 1482, 645, 511, 699, 472, 
580, 2100, 1477, 683, 471, 666, 485, 
581, 2100, 1483, 667, 484, 690, 477, 
582, 2104, 1469, 676, 478, 681, 478, 
583, 2102, 1456, 700, 468, 657, 481, 
584, 2099, 1488, 683, 473, 654, 493, 
585, 2100, 1485, 676, 476, 653, 486, 
586, 2100, 1480, 666, 487, 674, 463, 
587, 2101, 1471, 672, 475, 699, 470, 
588, 2100, 1488, 700, 465, 655, 492, 
589, 2103, 1485, 705, 479, 657, 495, 
590, 2106, 1474, 704, 476, 646, 512, 
591, 2098, 1478, 650, 492, 705, 473, 
592, 2089, 1464, 709, 480, 651, 511, 
593, 2093, 1460, 703, 470, 672, 491, 
594, 2098, 1478, 663, 486, 678, 469, 
595, 2107, 1481, 679, 479, 648, 509, 
596, 2094, 1464, 699, 468, 646, 492, 
597, 2111, 1486, 712, 467, 643, 497, 
598, 2102, 1472, 655, 499, 695, 480, 
599, 2107, 1481, 675, 469, 670, 479, 
600, 2109, 1474, 671, 468, 678, 476, 
601, 2098, 1484, 640, 497, 714, 480, 
602, 2096, 1486, 692, 485, 651, 490, 
603, 2099, 1471, 702, 464, 655, 483, 
604, 2096, 1481, 695, 475, 657, 503, 
605, 2096, 1466, 663, 486, 698, 480, 
606, 2105, 1474, 710, 473, 644, 496, 
607, 2107, 1467, 639, 510, 696, 477, 
608, 2099, 1474, 702, 467, 677, 472, 
609, 2107, 1487, 700, 482, 658, 482, 
610, 2099, 1488, 704, 483, 662, 498, 
611, 2097, 1476, 686, 471, 669, 477, 
612, 2104, 1474, 693, 474, 675, 492, 
613, 2109, 1480, 649, 487, 679, 483, 
614, 2103, 1480, 641, 501, 676, 473, 
615, 2098, 1466, 649, 493, 698, 470, 
616, 2094, 1478, 702, 466, 664, 487, 
617, 2110, 1479, 652, 511, 694, 463, 
618, 2097, 1487, 667, 482, 690, 480, 
619, 2104, 1473, 692, 480, 658, 488, 
620, 2106, 1458, 701, 467, 660, 491, 
621, 2106, 1475, 686, 482, 649, 510, 
622, 2102, 1490, 695, 479, 647, 498, 
623, 2103, 1472, 647, 510, 697, 475, 
624, 2100, 1481, 644, 487, 697, 479, 
625, 2101, 1482, 657, 479, 711, 468, 
626, 2102, 1492, 661, 503, 701, 473, 
627, 2095, 1472, 687, 468, 662, 500, 
628, 2109, 1476, 702, 478, 657, 492, 
629, 2094, 1474, 672, 480, 667, 483, 
630, 2105, 1480, 690, 476, 636, 505, 
631, 2093, 1471, 711, 474, 658, 478, 
632, 2102, 1485, 675, 481, 696, 473, 
633, 2099, 1485, 655, 489, 686, 487, 
634, 2108, 1461, 682, 470, 693, 471, 
635, 2103, 1472, 677, 486, 674, 485, 
636, 2102, 1490, 665, 486, 703, 479, 
637, 2098, 1468, 681, 476, 651, 498, 
638, 2107, 1468, 644, 507, 711, 480, 
639, 2096, 1497, 650, 509, 689, 470, 
640, 2102, 1474, 644, 494, 702, 466, 
641, 2100, 1487, 651, 500, 692, 487, 
642, 2102, 1483, 699, 474, 673, 491, 
643, 2102, 1493, 675, 477, 658, 481, 
644, 2105, 1476, 664, 485, 679, 482, 
645, 2096, 1474, 688, 479, 662, 486, 
646, 2104, 1476, 702, 483, 671, 476, 
647, 2104, 1483, 669, 486, 707, 475, 
648, 2095, 1487, 656, 506, 700, 478, 
649, 2104, 1478, 692, 469, 655, 492, 
650, 2100, 1474, 649, 494, 696, 466, 
651, 2102, 1483, 639, 509, 684, 469, 
652, 2109, 1464, 650, 497, 682, 479, 
653, 2094, 1469, 692, 482, 671, 474, 
654, 2104, 1468, 639, 513, 681, 466, 
655, 2102, 1472, 651, 499, 692, 485, 
656, 2111, 1482, 661, 488, 696, 469, 
657, 2110, 1463, 644, 505, 678, 477, 
658, 2101, 1485, 676, 479, 659, 504, 
659, 2099, 1483, 652, 493, 706, 469, 
660, 2107, 1490, 690, 481, 669, 493, 
661, 2107, 1476, 678, 465, 654, 488, 
662, 2103, 1481, 673, 480, 688, 484, 
663, 2106, 1485, 690, 475, 647, 508, 
664, 2104, 1476, 666, 475, 688, 479, 
665, 2099, 1489, 702, 468, 649, 513, 
666, 2100, 1488, 701, 475, 647, 496, 
667, 2103, 1475, 680, 472, 651, 502, 
668, 2105, 1486, 647, 513, 714, 468, 
669, 2108, 1487, 679, 478, 662, 491, 
670, 2100, 1487, 692, 476, 653, 506, 
671, 2101, 1476, 686, 465, 658, 493, 
672, 2108, 1474, 659, 481, 701, 481, 
673, 2107, 1481, 648, 501, 698, 469, 
674, 2102, 1459, 705, 463, 650, 489, 
675, 2091, 1462, 657, 501, 682, 469, 
676, 2100, 1495, 687, 473, 663, 498, 
677, 2101, 1461, 688, 475, 653, 492, 
678, 2110, 1472, 697, 474, 648, 495, 
679, 2102, 1480, 686, 477, 645, 497, 
680, 2106, 1482, 692, 480, 657, 498, 
681, 2108, 1466, 652, 487, 681, 473, 
682, 2108, 1485, 685, 487, 658, 495, 
683, 2099, 1485, 646, 490, 681, 471, 
684, 2095, 1486, 690, 476, 658, 494, 
685, 2109, 1494, 675, 470, 708, 465, 
686, 2104, 1481, 702, 474, 661, 497, 
687, 2105, 1466, 686, 468, 671, 494, 
688, 2103, 1484, 679, 472, 660, 474, 
689, 2104, 1490, 703, 470, 651, 497, 
690, 2094, 1478, 691, 469, 669, 483, 
691, 2099, 1474, 682, 474, 660, 485, 
692, 2103, 1481, 692, 469, 648, 491, 
693, 2103, 1475, 658, 495, 674, 481, 
694, 2096, 1479, 669, 486, 680, 482, 
695, 2106, 1479, 648, 501, 691, 476, 
696, 2106, 1486, 643, 495, 711, 469, 
697, 2101, 1469, 683, 482, 659, 489, 
698, 2108, 1485, 703, 481, 665, 482, 
699, 2103, 1489, 697, 479, 674, 475, 
700, 2102, 1483, 671, 479, 659, 505, 
701, 2101, 1470, 688, 479, 662, 490, 
702, 2104, 1485, 679, 470, 672, 475, 
703, 2101, 1489, 674, 470, 690, 482, 
704, 2098, 1486, 654, 497, 703, 470, 
705, 2097, 1473, 664, 504, 675, 481, 
706, 2104, 1482, 668, 492, 681, 467, 
707, 2097, 1488, 688, 478, 657, 494, 
708, 2102, 1476, 682, 464, 657, 483, 
709, 2099, 1484, 696, 472, 663, 488, 
710, 2109, 1468, 675, 480, 686, 483, 
711, 2099, 1491, 658, 476, 692, 475, 
712, 2104, 1482, 662, 483, 691, 487, 
713, 2104, 1478, 681, 480, 668, 485, 
714, 2102, 1480, 689, 466, 667, 494, 
715, 2105, 1475, 690, 482, 645, 507, 
716, 2095, 1455, 680, 479, 663, 488, 
717, 2107, 1473, 684, 483, 654, 503, 
718, 2093, 1475, 656, 482, 707, 469, 
719, 2108, 1469, 680, 470, 672, 476, 
720, 2101, 1475, 691, 471, 648, 505, 
721, 2109, 1479, 646, 513, 709, 485, 
722, 2101, 1490, 706, 469, 639, 497, 
723, 2103, 1472, 701, 477, 655, 492, 
724, 2109, 1478, 656, 490, 694, 474, 
725, 2099, 1481, 670, 463, 649, 501, 
726, 2102, 1494, 678, 475, 650, 505, 
727, 2106, 1477, 660, 504, 691, 477, 
728, 2103, 1488, 648, 514, 695, 482, 
729, 2101, 1480, 659, 483, 703, 477, 
730, 2103, 1483, 693, 483, 673, 479, 
731, 2097, 1460, 681, 470, 650, 510, 
732, 2098, 1477, 673, 477, 652, 507, 
733, 2097, 1474, 650, 486, 691, 485, 
734, 2103, 1480, 686, 474, 651, 508, 
735, 2106, 1466, 683, 470, 648, 512, 
736, 2099, 1462, 660, 499, 697, 474, 
737, 2109, 1485, 697, 479, 673, 470, 
738, 2107, 1484, 693, 477, 675, 471, 
739, 2102, 1489, 704, 483, 676, 467, 
740, 2103, 1471, 685, 479, 674, 471, 
741, 2093, 1497, 668, 477, 688, 471, 
742, 2091, 1486, 650, 484, 700, 464, 
743, 2104, 1494, 658, 488, 688, 468, 
744, 2106, 1471, 674, 478, 686, 486, 
745, 2109, 1492, 671, 466, 667, 483, 
746, 2101, 1489, 660, 489, 705, 476, 
747, 2105, 1468, 646, 497, 685, 482, 
748, 2100, 1475, 648, 489, 684, 471, 
749, 2094, 1473, 709, 464, 672, 482, 
750, 2105, 1482, 694, 465, 653, 502, 
751, 2104, 1488, 658, 510, 681, 479, 
752, 2099, 1482, 677, 491, 697, 481, 
753, 2105, 1465, 672, 487, 697, 466, 
754, 2098, 1482, 684, 478, 668, 491, 
755, 2086, 1473, 707, 468, 659, 484, 
756, 2110, 1474, 669, 485, 690, 471, 
757, 2105, 1479, 705, 476, 656, 504, 
758, 2105, 1478, 657, 491, 703, 483, 
759, 2103, 1470, 679, 485, 670, 478, 
760, 2097, 1477, 660, 491, 704, 469, 
761, 2100, 1494, 653, 499, 698, 468, 
762, 2095, 1464, 676, 474, 667, 483, 
763, 2089, 1479, 656, 481, 694, 472, 
764, 2097, 1486, 690, 469, 659, 491, 
765, 2094, 1476, 674, 483, 692, 466, 
766, 2097, 1494, 694, 483, 648, 505, 
767, 2100, 1473, 668, 477, 671, 473, 
768, 2101, 1486, 650, 500, 697, 473, 
769, 2101, 1477, 650, 498, 708, 474, 
770, 2101, 1482, 692, 480, 655, 499, 
771, 2104, 1466, 697, 476, 652, 486, 
772, 2108, 1483, 667, 489, 705, 485, 
773, 2111, 1474, 671, 487, 702, 480, 
774, 2105, 1475, 657, 480, 699, 470, 
775, 2105, 1474, 651, 492, 689, 470, 
776, 2102, 1490, 685, 480, 660, 493, 
777, 2100, 1469, 663, 483, 686, 465, 
778, 2094, 1479, 677, 479, 666, 470, 
779, 2110, 1479, 705, 478, 647, 510, 
780, 2106, 1490, 656, 487, 680, 477, 
781, 2109, 1476, 687, 470, 678, 480, 
782, 2099, 1476, 681, 472, 667, 494, 
783, 2092, 1490, 677, 487, 666, 477, 
784, 2107, 1478, 677, 472, 641, 503, 
785, 2100, 1471, 674, 484, 695, 477, 
786, 2108, 1480, 662, 474, 691, 471, 
787, 2098, 1481, 670, 480, 654, 497, 
788, 2100, 1483, 687, 473, 652, 494, 
789, 2105, 1473, 673, 480, 683, 472, 
790, 2108, 1483, 686, 472, 664, 475, 
791, 2100, 1462, 676, 470, 701, 486, 
792, 2106, 1476, 648, 504, 684, 463, 
793, 2099, 1488, 669, 490, 697, 472, 
794, 2098, 1489, 671, 478, 653, 484, 
795, 2093, 1491, 707, 476, 640, 506, 
796, 2103, 1500, 706, 475, 652, 483, 
797, 2102, 1473, 667, 490, 685, 477, 
798, 2108, 1493, 694, 471, 653, 490, 
799, 2101, 1462, 697, 481, 681, 475, 
800, 2111, 1488, 652, 499, 696, 484, 
801, 2112, 1488, 686, 477, 677, 481, 
802, 2107, 1476, 668, 475, 655, 476, 
803, 2101, 1485, 657, 485, 686, 480, 
804, 2108, 1492, 664, 486, 676, 482, 
805, 2107, 1470, 649, 503, 698, 477, 
806, 2090, 1487, 673, 482, 692, 478, 
807, 2101, 1489, 658, 491, 694, 468, 
808, 2101, 1469, 673, 464, 659, 490, 
809, 2090, 1471, 654, 493, 696, 480, 
810, 2103, 1479, 654, 480, 700, 481, 
811, 2099, 1471, 653, 499, 699, 477, 
812, 2090, 1478, 706, 485, 655, 497, 
813, 2111, 1472, 657, 494, 698, 473, 
814, 2108, 1473, 687, 471, 651, 490, 
815, 2099, 1493, 685, 479, 676, 482, 
816, 2096, 1472, 693, 470, 663, 494, 
817, 2093, 1486, 698, 475, 649, 497, 
818, 2109, 1473, 645, 497, 669, 465, 
819, 2109, 1485, 662, 498, 683, 466, 
820, 2109, 1470, 654, 501, 679, 483, 
821, 2103, 1480, 675, 491, 694, 478, 
822, 2108, 1479, 638, 494, 668, 479, 
823, 2107, 1479, 656, 489, 693, 482, 
824, 2110, 1492, 670, 481, 715, 482, 
825, 2093, 1486, 658, 502, 679, 480, 
826, 2098, 1479, 655, 492, 686, 468, 
827, 2111, 1486, 660, 492, 693, 485, 
828, 2095, 1486, 670, 486, 695, 484, 
829, 2102, 1461, 654, 507, 692, 469, 
830, 2097, 1460, 640, 498, 698, 464, 
831, 2111, 1495, 688, 482, 667, 494, 
832, 2096, 1471, 642, 498, 676, 467, 
833, 2107, 1472, 647, 501, 698, 474, 
834, 2102, 1469, 681, 474, 657, 491, 
835, 2096, 1461, 699, 468, 654, 505, 
836, 2100, 1480, 700, 469, 650, 496, 
837, 2097, 1473, 652, 492, 689, 469, 
838, 2107, 1466, 698, 471, 681, 477, 
839, 2097, 1471, 675, 469, 635, 500, 
840, 2103, 1474, 685, 484, 663, 488, 
841, 2102, 1469, 678, 471, 688, 471, 
842, 2104, 1488, 664, 505, 667, 484, 
843, 2101, 1489, 650, 493, 694, 479, 
844, 2096, 1472, 690, 481, 651, 498, 
845, 2100, 1471, 698, 466, 640, 488, 
846, 2093, 1490, 642, 510, 676, 479, 
847, 2105, 1478, 688, 467, 679, 470, 
848, 2104, 1494, 685, 473, 662, 490, 
849, 2107, 1486, 698, 468, 664, 495, 
850, 2102, 1485, 675, 469, 659, 504, 
851, 2110, 1483, 670, 474, 680, 478, 
852, 2093, 1475, 691, 481, 663, 485, 
853, 2107, 1483, 675, 482, 685, 465, 
854, 2092, 1473, 678, 473, 658, 484, 
855, 2096, 1481, 691, 474, 670, 480, 
856, 2098, 1485, 671, 465, 668, 489, 
857, 2098, 1462, 661, 483, 688, 479, 
858, 2095, 1483, 665, 488, 700, 481, 
859, 2104, 1476, 655, 501, 710, 485, 
860, 2100, 1465, 678, 472, 684, 483, 
861, 2099, 1483, 677, 471, 641, 495, 
862, 2098, 1489, 678, 471, 693, 470, 
863, 2101, 1490, 707, 478, 682, 471, 
864, 2101, 1466, 663, 484, 680, 465, 
865, 2100, 1487, 661, 486, 678, 474, 
866, 2110, 1462, 672, 481, 653, 492, 
867, 2100, 1492, 652, 497, 696, 467, 
868, 2103, 1467, 661, 485, 679, 476, 
869, 2107, 1476, 652, 488, 691, 479, 
870, 2107, 1479, 675, 491, 676, 472, 
871, 2100, 1482, 654, 495, 695, 468, 
872, 2107, 1463, 640, 514, 683, 480, 
873, 2098, 1487, 648, 503, 674, 474, 
874, 2097, 1485, 709, 473, 656, 489, 
875, 2093, 1472, 697, 478, 640, 512, 
876, 2102, 1483, 682, 483, 693, 476, 
877, 2100, 1465, 643, 499, 677, 477, 
878, 2105, 1478, 665, 501, 688, 478, 
879, 2104, 1481, 677, 486, 637, 492, 
880, 2105, 1482, 700, 473, 650, 509, 
881, 2101, 1466, 653, 495, 679, 470, 
882, 2103, 1462, 688, 472, 664, 484, 
883, 2101, 1476, 648, 501, 706, 471, 
884, 2111, 1474, 691, 471, 672, 473, 
885, 2101, 1466, 686, 486, 655, 513, 
886, 2108, 1471, 696, 478, 663, 471, 
887, 2097, 1484, 685, 468, 670, 475, 
888, 2110, 1477, 677, 477, 656, 487, 
889, 2101, 1480, 675, 481, 672, 479, 
890, 2101, 1478, 707, 472, 656, 488, 
891, 2094, 1482, 658, 490, 673, 476, 
892, 2096, 1469, 670, 466, 697, 470, 
893, 2092, 1480, 685, 479, 663, 483, 
894, 2108, 1479, 676, 481, 666, 475, 
895, 2100, 1479, 687, 472, 655, 494, 
896, 2086, 1473, 674, 496, 682, 467, 
897, 2101, 1483, 709, 474, 667, 473, 
898, 2106, 1464, 689, 465, 665, 500, 
899, 2102, 1469, 676, 479, 656, 489, 
900, 2102, 1493, 697, 471, 661, 482, 
901, 2087, 1475, 661, 498, 705, 478, 
902, 2107, 1478, 692, 472, 635, 512, 
903, 2101, 1464, 671, 483, 673, 483, 
904, 2100, 1478, 689, 473, 653, 500, 
905, 2090, 1460, 692, 480, 654, 505, 
906, 2097, 1466, 703, 471, 666, 497, 
907, 2101, 1471, 682, 472, 673, 490, 
908, 2096, 1480, 670, 467, 648, 493, 
909, 2090, 1478, 641, 512, 681, 467, 
910, 2109, 1480, 677, 485, 695, 481, 
911, 2100, 1477, 644, 493, 700, 478, 
912, 2106, 1476, 685, 464, 653, 504, 
913, 2090, 1467, 648, 500, 690, 469, 
914, 2097, 1489, 653, 495, 685, 479, 
915, 2093, 1460, 663, 494, 706, 468, 
916, 2096, 1468, 681, 474, 674, 474, 
917, 2106, 1486, 674, 478, 672, 471, 
918, 2107, 1493, 646, 490, 668, 467, 
919, 2106, 1457, 696, 476, 651, 494, 
920, 2092, 1468, 675, 478, 672, 479, 
921, 2099, 1475, 649, 499, 684, 467, 
922, 2096, 1474, 659, 486, 685, 470, 
923, 2091, 1488, 660, 509, 692, 474, 
924, 2094, 1465, 657, 487, 706, 470, 
925, 2103, 1474, 672, 481, 680, 483, 
926, 2095, 1493, 661, 484, 708, 467, 
927, 2094, 1495, 665, 483, 675, 469, 
928, 2095, 1484, 680, 487, 691, 485, 
929, 2094, 1487, 649, 502, 695, 471, 
930, 2110, 1488, 692, 473, 663, 490, 
931, 2094, 1478, 689, 470, 662, 471, 
932, 2108, 1460, 689, 469, 668, 496, 
933, 2096, 1473, 698, 483, 646, 502, 
934, 2095, 1476, 705, 474, 650, 492, 
935, 2103, 1473, 700, 476, 670, 482, 
936, 2104, 1477, 672, 496, 683, 478, 
937, 2104, 1475, 661, 491, 687, 476, 
938, 2109, 1486, 690, 476, 668, 481, 
939, 2093, 1480, 678, 478, 688, 478, 
940, 2105, 1469, 657, 503, 676, 472, 
941, 2107, 1474, 667, 497, 677, 466, 
942, 2103, 1469, 670, 468, 695, 465, 
943, 2105, 1478, 706, 464, 669, 480, 
944, 2107, 1471, 643, 500, 687, 479, 
945, 2107, 1473, 656, 490, 699, 476, 
946, 2104, 1465, 685, 475, 670, 491, 
947, 2098, 1471, 656, 503, 682, 467, 
948, 2095, 1496, 644, 497, 678, 484, 
949, 2098, 1466, 688, 485, 676, 485, 
950, 2111, 1464, 703, 466, 658, 482, 
951, 2094, 1473, 645, 501, 708, 465, 
952, 2105, 1497, 672, 487, 689, 476, 
953, 2102, 1470, 664, 501, 693, 477, 
954, 2101, 1478, 691, 481, 667, 490, 
955, 2099, 1468, 645, 501, 681, 475, 
956, 2099, 1463, 691, 467, 653, 502, 
957, 2108, 1474, 686, 483, 658, 484, 
958, 2102, 1495, 687, 479, 644, 498, 
959, 2100, 1476, 672, 480, 695, 485, 
960, 2101, 1477, 700, 477, 670, 482, 
961, 2108, 1486, 657, 503, 707, 474, 
962, 2105, 1471, 684, 481, 670, 481, 
963, 2102, 1472, 657, 490, 696, 485, 
964, 2102, 1477, 680, 470, 647, 495, 
965, 2102, 1480, 662, 502, 678, 465, 
966, 2107, 1490, 707, 468, 673, 493, 
967, 2097, 1464, 679, 467, 664, 478, 
968, 2099, 1466, 680, 472, 697, 474, 
969, 2102, 1473, 651, 505, 705, 475, 
970, 2109, 1483, 708, 483, 647, 489, 
971, 2098, 1459, 660, 486, 673, 479, 
972, 2107, 1466, 642, 503, 707, 474, 
973, 2106, 1491, 657, 500, 694, 470, 
974, 2112, 1483, 682, 464, 654, 500, 
975, 2106, 1465, 669, 493, 684, 469, 
976, 2102, 1476, 640, 498, 681, 486, 
977, 2097, 1481, 651, 498, 702, 464, 
978, 2110, 1472, 691, 484, 657, 504, 
979, 2099, 1480, 686, 468, 641, 508, 
980, 2090, 1479, 670, 468, 650, 492, 
981, 2091, 1470, 708, 482, 650, 495, 
982, 2093, 1484, 693, 484, 659, 490, 
983, 2093, 1479, 648, 495, 670, 476, 
984, 2104, 1480, 692, 480, 674, 478, 
985, 2101, 1491, 657, 482, 675, 482, 
986, 2110, 1478, 710, 471, 676, 471, 
987, 2107, 1475, 683, 469, 673, 489, 
988, 2097, 1461, 702, 473, 659, 483, 
989, 2106, 1468, 692, 473, 663, 481, 
990, 2094, 1494, 711, 472, 665, 489, 
991, 2094, 1477, 647, 502, 698, 469, 
992, 2109, 1482, 652, 493, 693, 479, 
993, 2109, 1466, 674, 495, 692, 469, 
994, 2101, 1474, 687, 480, 641, 494, 
995, 2107, 1479, 667, 493, 678, 478, 
996, 2097, 1470, 651, 499, 689, 487, 
997, 2104, 1471, 680, 482, 658, 504, 
998, 2099, 1464, 651, 499, 693, 487, 
999, 2096, 1474, 707, 487, 666, 471, 
1000, 2107, 1472, 697, 478, 651, 484, 
1001, 2106, 1477, 658, 499, 698, 483, 
1002, 2107, 1499, 673, 470, 653, 502, 
1003, 2104, 1482, 684, 483, 672, 476, 
1004, 2103, 1472, 693, 484, 664, 488, 
1005, 2112, 1479, 645, 502, 681, 473, 
1006, 2093, 1489, 680, 470, 668, 489, 
1007, 2103, 1472, 644, 503, 678, 481, 
1008, 2100, 1466, 656, 486, 701, 471, 
1009, 2105, 1478, 675, 476, 671, 497, 
1010, 2098, 1468, 697, 472, 662, 485, 
1011, 2099, 1486, 697, 468, 665, 471, 
1012, 2111, 1465, 668, 493, 705, 478, 
1013, 2101, 1472, 701, 475, 653, 489, 
1014, 2097, 1477, 673, 475, 640, 503, 
1015, 2103, 1480, 687, 482, 656, 491, 
1016, 2105, 1498, 658, 490, 703, 471, 
1017, 2094, 1492, 690, 464, 645, 488, 
1018, 2097, 1476, 676, 476, 652, 487, 
1019, 2098, 1476, 686, 471, 656, 495, 
1020, 2103, 1463, 664, 487, 695, 473, 
1021, 2100, 1467, 696, 471, 637, 506, 
1022, 2088, 1461, 683, 484, 681, 468, 
1023, 2104, 1478, 679, 474, 646, 494, 
1024, 2102, 1495, 642, 496, 700, 469, 
1025, 2098, 1477, 677, 483, 705, 468, 
1026, 2085, 1474, 677, 465, 640, 498, 
1027, 2107, 1482, 711, 484, 670, 486, 
1028, 2092, 1480, 701, 468, 677, 469, 
1029, 2094, 1483, 660, 496, 703, 479, 
1030, 2108, 1479, 683, 486, 670, 474, 
1031, 2107, 1474, 694, 480, 676, 488, 
1032, 2093, 1486, 661, 482, 695, 474, 
1033, 2085, 1477, 664, 491, 686, 486, 
1034, 2090, 1479, 689, 477, 661, 472, 
1035, 2098, 1492, 679, 477, 693, 470, 
1036, 2100, 1492, 657, 491, 696, 476, 
1037, 2095, 1488, 661, 473, 689, 468, 
1038, 2099, 1487, 674, 492, 697, 486, 
1039, 2108, 1495, 659, 490, 693, 478, 
1040, 2109, 1486, 679, 483, 654, 496, 
1041, 2097, 1474, 698, 476, 651, 500, 
1042, 2105, 1486, 688, 486, 673, 467, 
1043, 2100, 1476, 676, 476, 648, 493, 
1044, 2102, 1478, 651, 487, 702, 468, 
1045, 2107, 1490, 659, 483, 677, 483, 
1046, 2100, 1477, 701, 478, 675, 474, 
1047, 2107, 1458, 678, 469, 650, 516, 
1048, 2101, 1476, 661, 505, 709, 483, 
1049, 2107, 1478, 679, 482, 654, 490, 
1050, 2095, 1464, 689, 477, 671, 487, 
1051, 2103, 1486, 642, 507, 684, 473, 
1052, 2096, 1482, 641, 497, 694, 481, 
1053, 2101, 1482, 704, 485, 647, 501, 
1054, 2093, 1475, 665, 481, 668, 474, 
1055, 2111, 1470, 677, 485, 675, 482, 
1056, 2110, 1462, 693, 470, 681, 484, 
1057, 2094, 1482, 661, 488, 683, 474, 
1058, 2110, 1483, 668, 492, 681, 479, 
1059, 2102, 1465, 646, 495, 690, 479, 
1060, 2107, 1489, 648, 504, 683, 472, 
1061, 2101, 1463, 670, 479, 689, 472, 
1062, 2093, 1477, 656, 494, 675, 475, 
1063, 2106, 1468, 702, 480, 657, 496, 
1064, 2101, 1473, 658, 503, 674, 479, 
1065, 2106, 1470, 661, 494, 697, 475, 
1066, 2108, 1481, 695, 482, 654, 506, 
1067, 2099, 1463, 651, 488, 695, 464, 
1068, 2094, 1473, 698, 475, 655, 495, 
1069, 2092, 1480, 679, 488, 694, 466, 
1070, 2101, 1485, 663, 499, 698, 475, 
1071, 2107, 1466, 681, 464, 656, 498, 
1072, 2101, 1469, 682, 471, 654, 496, 
1073, 2100, 1494, 668, 488, 704, 486, 
1074, 2098, 1473, 684, 483, 657, 490, 
1075, 2097, 1485, 692, 478, 675, 472, 
1076, 2097, 1481, 670, 473, 657, 501, 
1077, 2093, 1476, 668, 477, 660, 509, 
1078, 2102, 1471, 690, 475, 650, 482, 
1079, 2101, 1462, 688, 482, 672, 477, 
1080, 2100, 1482, 645, 498, 702, 478, 
1081, 2107, 1476, 673, 477, 677, 482, 
1082, 2102, 1496, 696, 470, 656, 490, 
1083, 2094, 1484, 698, 468, 648, 487, 
1084, 2104, 1481, 674, 482, 688, 467, 
1085, 2099, 1488, 677, 484, 661, 493, 
1086, 2091, 1492, 653, 486, 700, 474, 
1087, 2097, 1474, 665, 476, 701, 474, 
1088, 2101, 1478, 672, 481, 651, 496, 
1089, 2095, 1476, 684, 471, 651, 503, 
1090, 2098, 1478, 678, 473, 657, 490, 
1091, 2110, 1467, 664, 492, 690, 467, 
1092, 2105, 1481, 692, 480, 657, 499, 
1093, 2106, 1479, 652, 498, 696, 483, 
1094, 2098, 1465, 653, 495, 690, 471, 
1095, 2106, 1461, 678, 486, 655, 492, 
1096, 2108, 1483, 685, 479, 662, 490, 
1097, 2101, 1486, 690, 465, 649, 495, 
1098, 2096, 1470, 660, 483, 701, 474, 
1099, 2103, 1466, 694, 467, 670, 490, 
1100, 2100, 1477, 663, 477, 709, 469, 
1101, 2097, 1465, 660, 492, 673, 469, 
1102, 2099, 1472, 665, 484, 701, 463, 
1103, 2108, 1483, 676, 481, 702, 478, 
1104, 2106, 1460, 691, 478, 683, 469, 
1105, 2105, 1489, 685, 484, 662, 493, 
1106, 2106, 1477, 677, 484, 638, 498, 
1107, 2101, 1471, 699, 485, 642, 494, 
1108, 2094, 1476, 700, 478, 656, 494, 
1109, 2095, 1489, 640, 495, 694, 477, 
1110, 2111, 1468, 676, 476, 701, 482, 
1111, 2100, 1473, 700, 482, 662, 500, 
1112, 2094, 1481, 696, 470, 682, 474, 
1113, 2099, 1479, 698, 477, 659, 482, 
1114, 2096, 1486, 659, 505, 678, 480, 
1115, 2101, 1481, 657, 477, 694, 477, 
1116, 2090, 1468, 671, 493, 710, 467, 
1117, 2106, 1469, 673, 473, 693, 478, 
1118, 2107, 1468, 653, 487, 681, 473, 
1119, 2105, 1468, 681, 481, 658, 494, 
1120, 2107, 1494, 684, 478, 653, 488, 
1121, 2105, 1479, 667, 498, 688, 473, 
1122, 2104, 1479, 659, 505, 677, 468, 
1123, 2104, 1466, 693, 471, 672, 488, 
1124, 2098, 1478, 657, 498, 678, 479, 
1125, 2094, 1475, 651, 511, 687, 468, 
1126, 2089, 1475, 680, 476, 680, 467, 
1127, 2104, 1477, 692, 469, 667, 480, 
1128, 2095, 1481, 664, 489, 707, 481, 
1129, 2099, 1470, 701, 465, 661, 482, 
1130, 2100, 1477, 699, 469, 658, 509, 
1131, 2092, 1488, 656, 480, 700, 476, 
1132, 2107, 1485, 663, 483, 688, 473, 
1133, 2098, 1476, 692, 474, 650, 485, 
1134, 2102, 1473, 663, 489, 689, 474, 
1135, 2107, 1477, 651, 502, 680, 475, 
1136, 2099, 1480, 675, 484, 703, 480, 
1137, 2104, 1479, 704, 483, 642, 501, 
1138, 2093, 1476, 645, 490, 701, 469, 
1139, 2096, 1481, 663, 491, 697, 473, 
1140, 2095, 1488, 650, 489, 688, 469, 
1141, 2102, 1488, 705, 482, 677, 484, 
1142, 2098, 1485, 692, 485, 664, 495, 
1143, 2100, 1478, 650, 496, 685, 467, 
1144, 2109, 1480, 665, 486, 682, 482, 
1145, 2092, 1469, 688, 472, 667, 497, 
1146, 2088, 1467, 697, 470, 669, 484, 
1147, 2103, 1463, 668, 472, 656, 493, 
1148, 2107, 1472, 684, 477, 667, 476, 
