nbElements: 2153
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
576, 2106, 1495, 682, 485, 653, 491, 
577, 2105, 1496, 659, 499, 682, 472, 
578, 2106, 1476, 649, 499, 689, 483, 
579, 2109, 1475, 655, 492, 668, 478, 
580, 2112, 1489, 709, 481, 653, 492, 
581, 2097, 1467, 661, 491, 700, 485, 
582, 2099, 1501, 696, 478, 642, 509, 
583, 2110, 1472, 659, 490, 696, 480, 
584, 2109, 1485, 644, 492, 671, 479, 
585, 2107, 1475, 673, 481, 674, 467, 
586, 2105, 1483, 670, 473, 661, 509, 
587, 2104, 1494, 684, 465, 678, 470, 
588, 2110, 1486, 682, 476, 663, 495, 
589, 2110, 1480, 663, 484, 696, 469, 
590, 2095, 1481, 688, 479, 672, 479, 
591, 2103, 1473, 678, 482, 693, 481, 
592, 2098, 1471, 641, 504, 699, 471, 
593, 2111, 1493, 698, 479, 668, 471, 
594, 2104, 1479, 688, 471, 659, 499, 
595, 2106, 1476, 664, 486, 691, 477, 
596, 2102, 1483, 669, 487, 687, 481, 
597, 2110, 1480, 687, 469, 657, 509, 
598, 2106, 1481, 699, 472, 680, 470, 
599, 2108, 1482, 674, 475, 648, 500, 
600, 2108, 1487, 693, 465, 658, 487, 
601, 2098, 1472, 684, 483, 680, 481, 
602, 2110, 1476, 665, 490, 697, 479, 
603, 2108, 1486, 696, 476, 660, 472, 
604, 2098, 1487, 654, 493, 701, 481, 
605, 2106, 1479, 681, 467, 664, 486, 
606, 2111, 1483, 694, 472, 650, 506, 
607, 2107, 1478, 656, 494, 711, 470, 
608, 2111, 1488, 693, 482, 654, 495, 
609, 2110, 1494, 659, 481, 669, 479, 
610, 2107, 1480, 670, 471, 692, 480, 
611, 2110, 1493, 647, 487, 693, 467, 
612, 2108, 1469, 675, 482, 688, 479, 
613, 2108, 1466, 660, 480, 697, 470, 
614, 2093, 1495, 688, 465, 653, 495, 
615, 2112, 1462, 692, 485, 642, 505, 
616, 2100, 1473, 653, 490, 694, 474, 
617, 2094, 1482, 690, 465, 646, 505, 
618, 2109, 1469, 688, 482, 676, 480, 
619, 2106, 1477, 663, 491, 683, 471, 
620, 2099, 1478, 680, 470, 688, 478, 
621, 2095, 1472, 704, 476, 658, 491, 
622, 2098, 1481, 655, 494, 682, 479, 
623, 2102, 1484, 660, 489, 695, 482, 
624, 2109, 1489, 704, 485, 671, 487, 
625, 2102, 1466, 691, 472, 661, 498, 
626, 2103, 1474, 681, 480, 670, 474, 
627, 2112, 1486, 670, 487, 696, 466, 
628, 2100, 1494, 664, 493, 688, 484, 
629, 2107, 1471, 664, 482, 696, 475, 
630, 2108, 1490, 673, 476, 682, 468, 
631, 2106, 1467, 657, 499, 682, 468, 
632, 2105, 1485, 660, 482, 702, 474, 
633, 2104, 1483, 681, 473, 659, 492, 
634, 2108, 1481, 660, 492, 688, 475, 
635, 2107, 1481, 669, 469, 684, 483, 
636, 2110, 1483, 695, 477, 659, 500, 
637, 2103, 1476, 646, 493, 698, 466, 
638, 2100, 1476, 663, 493, 684, 469, 
639, 2107, 1470, 643, 510, 688, 483, 
640, 2103, 1475, 703, 471, 647, 495, 
641, 2110, 1476, 701, 477, 644, 500, 
642, 2099, 1477, 644, 489, 676, 481, 
643, 2103, 1484, 700, 474, 667, 469, 
644, 2105, 1486, 655, 490, 677, 476, 
645, 2103, 1489, 690, 477, 669, 488, 
646, 2106, 1464, 664, 486, 702, 469, 
647, 2108, 1482, 684, 478, 681, 483, 
648, 2106, 1472, 690, 481, 655, 501, 
649, 2110, 1478, 681, 487, 682, 472, 
650, 2103, 1486, 686, 480, 643, 511, 
651, 2106, 1487, 670, 480, 695, 468, 
652, 2101, 1478, 659, 497, 694, 470, 
653, 2110, 1488, 690, 478, 651, 492, 
654, 2112, 1465, 657, 473, 682, 473, 
655, 2105, 1493, 702, 481, 662, 478, 
656, 2110, 1475, 672, 480, 666, 487, 
657, 2101, 1489, 684, 478, 669, 481, 
658, 2112, 1475, 672, 472, 648, 493, 
659, 2097, 1486, 663, 479, 690, 481, 
660, 2112, 1478, 705, 470, 641, 501, 
661, 2109, 1473, 661, 478, 684, 472, 
662, 2105, 1483, 675, 476, 682, 483, 
663, 2106, 1484, 676, 478, 653, 484, 
664, 2101, 1475, 675, 474, 691, 469, 
665, 2111, 1486, 704, 465, 674, 475, 
666, 2104, 1476, 692, 466, 673, 482, 
667, 2107, 1482, 655, 487, 703, 483, 
668, 2107, 1479, 700, 471, 667, 487, 
669, 2111, 1466, 663, 483, 680, 466, 
670, 2111, 1493, 643, 509, 688, 469, 
671, 2111, 1478, 699, 481, 638, 504, 
672, 2096, 1492, 645, 501, 683, 471, 
673, 2104, 1480, 670, 486, 670, 474, 
674, 2105, 1479, 674, 470, 657, 494, 
675, 2105, 1472, 686, 482, 675, 482, 
676, 2106, 1478, 671, 472, 677, 489, 
677, 2108, 1472, 695, 477, 655, 495, 
678, 2107, 1499, 669, 483, 697, 466, 
679, 2101, 1471, 699, 477, 653, 503, 
680, 2111, 1480, 671, 470, 678, 474, 
681, 2098, 1479, 653, 485, 690, 482, 
682, 2102, 1486, 662, 487, 694, 485, 
683, 2105, 1481, 665, 486, 683, 480, 
684, 2100, 1479, 702, 482, 666, 484, 
685, 2107, 1483, 670, 472, 648, 492, 
686, 2106, 1490, 689, 475, 654, 495, 
687, 2100, 1473, 681, 466, 680, 475, 
688, 2107, 1497, 697, 468, 647, 506, 
689, 2102, 1493, 645, 505, 693, 475, 
690, 2105, 1484, 687, 465, 677, 479, 
691, 2109, 1486, 676, 470, 704, 480, 
692, 2099, 1465, 688, 469, 670, 476, 
693, 2108, 1469, 692, 485, 652, 487, 
694, 2108, 1492, 661, 480, 693, 471, 
695, 2105, 1468, 684, 484, 668, 490, 
696, 2097, 1475, 700, 478, 657, 490, 
697, 2104, 1468, 649, 492, 698, 470, 
698, 2104, 1465, 648, 496, 688, 477, 
699, 2103, 1477, 680, 475, 651, 511, 
700, 2106, 1466, 642, 511, 705, 479, 
701, 2110, 1470, 652, 488, 713, 476, 
702, 2095, 1478, 648, 488, 713, 470, 
703, 2110, 1477, 637, 515, 705, 485, 
704, 2101, 1475, 673, 480, 682, 466, 
705, 2107, 1494, 706, 471, 665, 491, 
706, 2105, 1490, 664, 500, 699, 466, 
707, 2095, 1491, 653, 500, 679, 465, 
708, 2101, 1467, 668, 467, 691, 473, 
709, 2101, 1476, 671, 491, 674, 485, 
710, 2103, 1488, 653, 499, 671, 473, 
711, 2105, 1484, 656, 496, 678, 481, 
712, 2102, 1472, 647, 504, 692, 483, 
713, 2098, 1487, 665, 492, 680, 465, 
714, 2104, 1480, 690, 477, 636, 503, 
715, 2108, 1469, 679, 468, 654, 497, 
716, 2107, 1489, 651, 499, 684, 472, 
717, 2107, 1466, 690, 477, 657, 495, 
718, 2109, 1493, 676, 473, 663, 471, 
719, 2109, 1487, 649, 502, 692, 485, 
720, 2112, 1475, 688, 476, 644, 494, 
721, 2109, 1494, 682, 470, 661, 491, 
722, 2101, 1472, 649, 491, 693, 475, 
723, 2101, 1483, 695, 481, 651, 505, 
724, 2106, 1468, 659, 492, 699, 477, 
725, 2100, 1480, 663, 481, 686, 481, 
726, 2111, 1474, 691, 477, 648, 502, 
727, 2104, 1479, 676, 475, 661, 496, 
728, 2106, 1486, 682, 473, 671, 481, 
729, 2103, 1472, 690, 465, 656, 511, 
730, 2102, 1483, 667, 498, 693, 465, 
731, 2100, 1478, 688, 479, 662, 488, 
732, 2100, 1484, 693, 479, 668, 482, 
733, 2107, 1496, 669, 491, 699, 483, 
734, 2094, 1498, 693, 476, 662, 478, 
735, 2104, 1479, 688, 471, 640, 513, 
736, 2107, 1479, 690, 471, 644, 496, 
737, 2094, 1483, 685, 482, 657, 489, 
738, 2104, 1487, 672, 480, 653, 486, 
739, 2105, 1501, 684, 468, 659, 483, 
740, 2109, 1470, 654, 501, 681, 465, 
741, 2111, 1485, 691, 466, 658, 477, 
742, 2110, 1481, 697, 466, 648, 498, 
743, 2102, 1467, 705, 469, 653, 490, 
744, 2102, 1487, 693, 478, 650, 496, 
745, 2103, 1493, 675, 482, 695, 484, 
746, 2108, 1492, 673, 490, 685, 467, 
747, 2107, 1482, 684, 482, 671, 484, 
748, 2110, 1490, 690, 483, 669, 491, 
749, 2099, 1466, 681, 473, 699, 477, 
750, 2111, 1489, 702, 470, 655, 496, 
751, 2105, 1484, 647, 499, 699, 480, 
752, 2106, 1485, 670, 470, 682, 471, 
753, 2108, 1489, 653, 502, 690, 468, 
754, 2107, 1480, 669, 494, 700, 478, 
755, 2111, 1470, 681, 475, 656, 502, 
756, 2101, 1464, 666, 476, 706, 477, 
757, 2101, 1491, 703, 466, 641, 511, 
758, 2104, 1480, 686, 476, 654, 496, 
759, 2108, 1486, 649, 506, 680, 482, 
760, 2101, 1481, 657, 486, 680, 465, 
761, 2111, 1472, 657, 494, 674, 469, 
762, 2110, 1479, 670, 486, 710, 481, 
763, 2110, 1484, 692, 467, 658, 509, 
764, 2105, 1489, 659, 479, 674, 468, 
765, 2094, 1466, 657, 499, 682, 469, 
766, 2101, 1486, 695, 467, 659, 503, 
767, 2096, 1485, 666, 494, 678, 475, 
768, 2110, 1487, 685, 475, 673, 478, 
769, 2112, 1492, 696, 468, 650, 491, 
770, 2095, 1497, 679, 468, 667, 474, 
771, 2111, 1483, 680, 475, 689, 482, 
772, 2097, 1481, 658, 488, 701, 472, 
773, 2112, 1479, 667, 488, 694, 476, 
774, 2105, 1471, 660, 473, 678, 472, 
775, 2108, 1473, 644, 512, 688, 484, 
776, 2109, 1491, 691, 470, 652, 494, 
777, 2106, 1488, 691, 469, 655, 500, 
778, 2106, 1482, 707, 470, 655, 500, 
779, 2110, 1477, 694, 475, 662, 481, 
780, 2104, 1472, 650, 485, 693, 465, 
781, 2107, 1499, 703, 473, 656, 503, 
782, 2100, 1479, 691, 467, 669, 484, 
783, 2109, 1484, 700, 478, 652, 489, 
784, 2108, 1488, 667, 485, 650, 490, 
785, 2099, 1478, 688, 481, 673, 477, 
786, 2094, 1489, 671, 482, 687, 479, 
787, 2106, 1477, 664, 472, 700, 468, 
788, 2099, 1483, 655, 493, 672, 480, 
789, 2110, 1483, 697, 479, 669, 496, 
790, 2110, 1485, 657, 494, 685, 476, 
791, 2103, 1483, 659, 508, 701, 477, 
792, 2103, 1481, 665, 476, 685, 478, 
793, 2101, 1468, 669, 492, 710, 470, 
794, 2093, 1480, 677, 482, 656, 491, 
795, 2099, 1477, 645, 509, 684, 480, 
796, 2107, 1462, 694, 485, 650, 500, 
797, 2109, 1478, 649, 514, 681, 479, 
798, 2108, 1485, 653, 503, 677, 477, 
799, 2104, 1476, 664, 504, 675, 483, 
800, 2112, 1473, 655, 491, 706, 482, 
801, 2103, 1479, 661, 508, 693, 476, 
802, 2093, 1465, 655, 502, 699, 477, 
803, 2100, 1472, 645, 495, 687, 476, 
804, 2105, 1476, 693, 477, 669, 483, 
805, 2106, 1484, 659, 483, 700, 478, 
806, 2109, 1492, 688, 480, 646, 492, 
807, 2112, 1483, 657, 496, 682, 472, 
808, 2105, 1481, 701, 478, 663, 488, 
809, 2093, 1491, 691, 471, 649, 497, 
810, 2101, 1482, 697, 471, 667, 493, 
811, 2095, 1484, 666, 474, 699, 469, 
812, 2097, 1482, 668, 467, 679, 478, 
813, 2111, 1493, 671, 491, 671, 465, 
814, 2093, 1482, 699, 469, 671, 495, 
815, 2103, 1481, 654, 502, 689, 467, 
816, 2107, 1476, 691, 472, 648, 506, 
817, 2111, 1497, 693, 465, 681, 478, 
818, 2104, 1500, 702, 469, 653, 493, 
819, 2105, 1488, 682, 484, 649, 496, 
820, 2112, 1490, 686, 466, 641, 491, 
821, 2106, 1483, 655, 498, 691, 477, 
822, 2103, 1489, 701, 479, 672, 492, 
823, 2109, 1475, 662, 482, 681, 474, 
824, 2111, 1485, 654, 508, 693, 470, 
825, 2102, 1487, 707, 483, 669, 497, 
826, 2099, 1476, 662, 495, 695, 467, 
827, 2099, 1465, 667, 475, 705, 466, 
828, 2112, 1481, 689, 485, 651, 509, 
829, 2103, 1463, 666, 491, 674, 471, 
830, 2107, 1465, 666, 488, 697, 475, 
831, 2111, 1481, 673, 483, 652, 495, 
832, 2102, 1480, 685, 476, 642, 502, 
833, 2110, 1472, 683, 468, 648, 513, 
834, 2107, 1488, 674, 487, 700, 468, 
835, 2111, 1480, 698, 485, 645, 504, 
836, 2103, 1479, 693, 475, 669, 481, 
837, 2099, 1486, 687, 485, 646, 505, 
838, 2108, 1478, 672, 479, 653, 489, 
839, 2095, 1468, 695, 477, 663, 476, 
840, 2111, 1482, 694, 473, 655, 481, 
841, 2094, 1466, 664, 485, 694, 485, 
842, 2112, 1467, 656, 491, 696, 477, 
843, 2102, 1486, 690, 484, 668, 487, 
844, 2110, 1470, 670, 488, 694, 476, 
845, 2110, 1488, 694, 467, 660, 495, 
846, 2105, 1490, 677, 470, 641, 494, 
847, 2108, 1474, 680, 471, 714, 472, 
848, 2102, 1484, 668, 477, 685, 465, 
849, 2106, 1481, 687, 471, 653, 508, 
850, 2106, 1481, 694, 466, 653, 502, 
851, 2109, 1493, 701, 470, 660, 502, 
852, 2103, 1477, 666, 487, 706, 484, 
853, 2111, 1476, 651, 496, 692, 473, 
854, 2103, 1482, 669, 470, 702, 485, 
855, 2107, 1483, 698, 474, 660, 500, 
856, 2094, 1475, 661, 487, 686, 481, 
857, 2106, 1487, 684, 484, 642, 511, 
858, 2110, 1480, 699, 479, 672, 484, 
859, 2109, 1474, 691, 485, 659, 492, 
860, 2109, 1489, 669, 469, 689, 470, 
861, 2107, 1484, 658, 508, 687, 472, 
862, 2107, 1469, 673, 484, 654, 486, 
863, 2097, 1473, 678, 480, 656, 490, 
864, 2100, 1485, 677, 468, 641, 491, 
865, 2102, 1492, 688, 470, 652, 496, 
866, 2105, 1481, 676, 483, 648, 499, 
867, 2096, 1482, 674, 481, 692, 465, 
868, 2105, 1494, 653, 504, 694, 485, 
869, 2106, 1464, 705, 475, 645, 501, 
870, 2105, 1480, 640, 510, 676, 472, 
871, 2097, 1486, 639, 500, 700, 481, 
872, 2096, 1489, 693, 466, 677, 472, 
873, 2102, 1487, 707, 478, 668, 471, 
874, 2101, 1474, 645, 504, 681, 470, 
875, 2111, 1477, 685, 475, 653, 513, 
876, 2097, 1478, 705, 468, 652, 513, 
877, 2097, 1496, 639, 506, 694, 467, 
878, 2107, 1477, 647, 492, 678, 468, 
879, 2112, 1468, 694, 483, 652, 499, 
880, 2100, 1480, 672, 468, 649, 508, 
881, 2100, 1491, 655, 501, 694, 475, 
882, 2097, 1483, 650, 483, 678, 473, 
883, 2111, 1484, 705, 480, 645, 495, 
884, 2107, 1491, 656, 487, 680, 477, 
885, 2103, 1481, 691, 482, 677, 477, 
886, 2109, 1478, 663, 486, 689, 474, 
887, 2107, 1493, 655, 495, 671, 473, 
888, 2110, 1482, 686, 478, 654, 484, 
889, 2110, 1490, 643, 496, 690, 473, 
890, 2106, 1501, 664, 501, 688, 472, 
891, 2104, 1497, 668, 488, 692, 469, 
892, 2108, 1493, 670, 472, 696, 469, 
893, 2106, 1498, 690, 468, 664, 479, 
894, 2107, 1490, 672, 475, 672, 474, 
895, 2102, 1482, 689, 468, 664, 488, 
896, 2099, 1463, 685, 469, 666, 484, 
897, 2105, 1477, 678, 484, 643, 493, 
898, 2111, 1474, 665, 467, 699, 467, 
899, 2105, 1479, 670, 479, 706, 469, 
900, 2096, 1466, 679, 483, 650, 496, 
901, 2100, 1498, 707, 476, 640, 508, 
902, 2112, 1476, 679, 487, 695, 485, 
903, 2111, 1483, 667, 485, 684, 479, 
904, 2093, 1484, 681, 482, 689, 485, 
905, 2094, 1492, 693, 474, 656, 485, 
906, 2095, 1464, 648, 498, 693, 474, 
907, 2110, 1479, 677, 467, 648, 504, 
908, 2108, 1498, 691, 479, 668, 484, 
909, 2102, 1484, 650, 488, 690, 466, 
910, 2106, 1480, 702, 476, 676, 474, 
911, 2099, 1490, 671, 482, 703, 478, 
912, 2100, 1482, 687, 470, 674, 486, 
913, 2110, 1483, 693, 472, 644, 500, 
914, 2096, 1473, 711, 475, 677, 476, 
915, 2099, 1479, 672, 481, 688, 471, 
916, 2106, 1478, 670, 479, 705, 485, 
917, 2106, 1487, 680, 473, 643, 494, 
918, 2107, 1479, 654, 479, 700, 479, 
919, 2104, 1480, 664, 499, 693, 474, 
920, 2095, 1479, 658, 494, 710, 483, 
921, 2102, 1481, 653, 496, 701, 481, 
922, 2101, 1479, 655, 502, 686, 465, 
923, 2092, 1493, 635, 495, 692, 466, 
924, 2106, 1477, 669, 494, 685, 475, 
925, 2105, 1490, 651, 497, 701, 481, 
926, 2100, 1483, 649, 507, 714, 478, 
927, 2103, 1467, 670, 486, 670, 474, 
928, 2111, 1483, 681, 477, 658, 498, 
929, 2110, 1478, 655, 497, 704, 470, 
930, 2104, 1480, 695, 472, 657, 492, 
931, 2103, 1474, 651, 492, 695, 480, 
932, 2094, 1481, 705, 479, 649, 495, 
933, 2099, 1488, 700, 482, 650, 491, 
934, 2112, 1478, 699, 483, 652, 504, 
935, 2097, 1487, 658, 501, 679, 481, 
936, 2108, 1463, 671, 471, 668, 473, 
937, 2112, 1494, 641, 498, 701, 475, 
938, 2102, 1489, 670, 491, 675, 479, 
939, 2098, 1488, 650, 494, 691, 484, 
940, 2101, 1479, 694, 480, 651, 502, 
941, 2108, 1473, 660, 479, 685, 474, 
942, 2109, 1488, 660, 507, 679, 472, 
943, 2100, 1492, 702, 465, 648, 490, 
944, 2103, 1475, 657, 504, 698, 477, 
945, 2099, 1483, 645, 504, 681, 465, 
946, 2110, 1480, 644, 508, 680, 477, 
947, 2104, 1480, 701, 483, 641, 510, 
948, 2102, 1472, 654, 492, 689, 471, 
949, 2104, 1485, 690, 474, 645, 506, 
950, 2109, 1480, 679, 478, 691, 482, 
951, 2098, 1476, 679, 474, 675, 475, 
952, 2110, 1481, 685, 484, 663, 487, 
953, 2106, 1471, 693, 473, 670, 481, 
954, 2110, 1488, 692, 466, 682, 487, 
955, 2096, 1490, 694, 484, 650, 512, 
956, 2109, 1488, 665, 499, 684, 477, 
957, 2101, 1478, 663, 488, 683, 476, 
958, 2108, 1485, 657, 483, 691, 465, 
959, 2111, 1473, 656, 494, 686, 466, 
960, 2095, 1480, 665, 474, 684, 483, 
961, 2108, 1484, 668, 485, 700, 473, 
962, 2103, 1491, 705, 476, 643, 506, 
963, 2098, 1478, 679, 481, 658, 485, 
964, 2107, 1484, 706, 465, 652, 506, 
965, 2108, 1463, 668, 475, 702, 483, 
966, 2108, 1487, 677, 466, 673, 488, 
967, 2099, 1489, 668, 471, 709, 468, 
968, 2095, 1472, 687, 466, 659, 495, 
969, 2097, 1489, 691, 472, 670, 479, 
970, 2110, 1479, 675, 484, 663, 490, 
971, 2107, 1480, 672, 475, 670, 479, 
972, 2109, 1481, 692, 468, 669, 485, 
973, 2101, 1496, 669, 480, 691, 471, 
974, 2110, 1474, 702, 483, 665, 480, 
975, 2109, 1483, 681, 475, 653, 499, 
976, 2106, 1468, 693, 481, 652, 483, 
977, 2096, 1468, 665, 502, 681, 466, 
978, 2112, 1499, 656, 488, 688, 474, 
979, 2109, 1481, 710, 478, 676, 466, 
980, 2110, 1488, 712, 480, 638, 510, 
981, 2108, 1477, 661, 488, 699, 475, 
982, 2105, 1478, 684, 469, 662, 493, 
983, 2109, 1482, 700, 482, 655, 502, 
984, 2104, 1473, 660, 489, 685, 469, 
985, 2096, 1476, 658, 489, 692, 469, 
986, 2112, 1487, 675, 492, 676, 470, 
987, 2104, 1481, 660, 500, 693, 484, 
988, 2103, 1461, 692, 470, 639, 515, 
989, 2110, 1489, 668, 470, 679, 473, 
990, 2109, 1474, 686, 465, 674, 474, 
991, 2109, 1480, 650, 497, 698, 465, 
992, 2110, 1477, 659, 480, 686, 473, 
993, 2107, 1462, 679, 479, 661, 505, 
994, 2105, 1490, 657, 481, 689, 466, 
995, 2100, 1486, 704, 474, 663, 493, 
996, 2110, 1476, 709, 470, 658, 498, 
997, 2108, 1490, 674, 481, 699, 474, 
998, 2099, 1467, 673, 480, 695, 474, 
999, 2110, 1488, 698, 475, 663, 484, 
1000, 2103, 1476, 657, 475, 680, 472, 
1001, 2092, 1497, 696, 470, 657, 500, 
1002, 2101, 1485, 652, 496, 685, 477, 
1003, 2106, 1464, 686, 484, 655, 514, 
1004, 2100, 1474, 664, 490, 674, 472, 
1005, 2100, 1475, 660, 487, 683, 467, 
1006, 2102, 1479, 674, 475, 700, 471, 
1007, 2109, 1479, 691, 484, 669, 481, 
1008, 2112, 1488, 691, 484, 656, 488, 
1009, 2105, 1495, 695, 465, 673, 483, 
1010, 2109, 1487, 671, 475, 713, 476, 
1011, 2097, 1488, 664, 479, 674, 476, 
1012, 2104, 1485, 701, 473, 659, 482, 
1013, 2101, 1488, 695, 466, 673, 493, 
1014, 2102, 1491, 671, 490, 688, 472, 
1015, 2096, 1478, 658, 501, 684, 470, 
1016, 2099, 1481, 674, 482, 693, 485, 
1017, 2096, 1490, 710, 478, 657, 513, 
1018, 2110, 1473, 697, 485, 642, 496, 
1019, 2106, 1477, 644, 492, 698, 475, 
1020, 2103, 1493, 697, 470, 661, 484, 
1021, 2105, 1485, 648, 500, 679, 483, 
1022, 2110, 1490, 665, 488, 688, 471, 
1023, 2105, 1489, 666, 472, 689, 483, 
1024, 2111, 1479, 647, 494, 690, 472, 
1025, 2105, 1477, 680, 467, 668, 472, 
1026, 2107, 1468, 663, 482, 702, 466, 
1027, 2099, 1486, 661, 494, 694, 472, 
1028, 2105, 1472, 680, 474, 651, 507, 
1029, 2101, 1467, 699, 477, 670, 470, 
1030, 2110, 1466, 654, 498, 696, 468, 
1031, 2103, 1490, 685, 475, 674, 480, 
1032, 2107, 1475, 689, 482, 641, 510, 
1033, 2104, 1474, 671, 477, 688, 469, 
1034, 2111, 1481, 647, 505, 699, 484, 
1035, 2107, 1490, 696, 471, 655, 503, 
1036, 2103, 1493, 664, 475, 709, 485, 
1037, 2101, 1465, 663, 496, 706, 470, 
1038, 2099, 1469, 640, 506, 674, 472, 
1039, 2109, 1485, 680, 466, 645, 508, 
1040, 2112, 1479, 689, 480, 681, 472, 
1041, 2111, 1472, 669, 481, 683, 468, 
1042, 2101, 1490, 646, 502, 680, 466, 
1043, 2102, 1482, 694, 473, 681, 486, 
1044, 2103, 1474, 664, 481, 672, 477, 
1045, 2096, 1484, 695, 476, 663, 474, 
1046, 2109, 1487, 711, 472, 654, 492, 
1047, 2109, 1482, 690, 470, 674, 473, 
1048, 2097, 1477, 655, 484, 695, 476, 
1049, 2105, 1479, 696, 467, 656, 496, 
1050, 2098, 1483, 646, 489, 702, 470, 
1051, 2103, 1491, 695, 481, 680, 478, 
1052, 2103, 1493, 650, 509, 692, 480, 
1053, 2096, 1489, 694, 472, 667, 501, 
1054, 2111, 1492, 692, 472, 663, 488, 
1055, 2091, 1469, 653, 494, 693, 471, 
1056, 2105, 1480, 699, 481, 642, 496, 
1057, 2107, 1496, 678, 472, 641, 497, 
1058, 2098, 1480, 696, 470, 657, 490, 
1059, 2109, 1495, 650, 510, 683, 470, 
1060, 2109, 1476, 672, 476, 696, 477, 
1061, 2104, 1474, 706, 479, 645, 493, 
1062, 2108, 1487, 678, 470, 671, 474, 
1063, 2106, 1500, 669, 490, 693, 466, 
1064, 2101, 1472, 656, 486, 694, 481, 
1065, 2100, 1488, 672, 487, 692, 478, 
1066, 2096, 1476, 676, 483, 647, 503, 
1067, 2105, 1490, 688, 483, 661, 497, 
1068, 2107, 1491, 678, 475, 704, 484, 
1069, 2111, 1490, 662, 489, 699, 484, 
1070, 2091, 1485, 688, 473, 666, 487, 
1071, 2110, 1478, 656, 488, 699, 478, 
1072, 2104, 1485, 698, 475, 653, 503, 
1073, 2095, 1478, 663, 492, 691, 475, 
1074, 2100, 1483, 669, 487, 671, 476, 
1075, 2096, 1480, 670, 478, 696, 483, 
1076, 2107, 1487, 676, 468, 703, 485, 
1077, 2097, 1488, 638, 501, 682, 472, 
1078, 2106, 1490, 662, 480, 682, 481, 
1079, 2105, 1478, 676, 487, 692, 466, 
1080, 2106, 1479, 657, 504, 690, 479, 
1081, 2106, 1471, 651, 485, 696, 481, 
1082, 2110, 1487, 671, 479, 685, 467, 
1083, 2101, 1479, 705, 474, 656, 487, 
1084, 2111, 1484, 672, 471, 673, 474, 
1085, 2110, 1489, 648, 507, 711, 465, 
1086, 2106, 1494, 695, 473, 670, 481, 
1087, 2103, 1487, 653, 482, 702, 485, 
1088, 2103, 1480, 700, 475, 670, 482, 
1089, 2111, 1490, 651, 500, 691, 479, 
1090, 2109, 1482, 698, 467, 670, 487, 
1091, 2108, 1492, 699, 483, 651, 505, 
1092, 2105, 1484, 655, 490, 705, 468, 
1093, 2108, 1483, 693, 485, 655, 508, 
1094, 2111, 1477, 657, 484, 678, 466, 
1095, 2107, 1490, 657, 507, 704, 476, 
1096, 2100, 1486, 654, 481, 676, 468, 
1097, 2094, 1500, 678, 470, 664, 492, 
1098, 2104, 1488, 666, 474, 686, 478, 
1099, 2102, 1487, 705, 479, 680, 488, 
1100, 2108, 1477, 675, 480, 695, 471, 
1101, 2109, 1481, 688, 475, 661, 477, 
1102, 2105, 1482, 697, 467, 661, 496, 
1103, 2102, 1496, 650, 493, 680, 466, 
1104, 2109, 1475, 672, 476, 662, 496, 
1105, 2111, 1468, 669, 493, 684, 467, 
1106, 2093, 1483, 703, 482, 654, 506, 
1107, 2106, 1482, 688, 472, 668, 482, 
1108, 2107, 1489, 667, 479, 675, 480, 
1109, 2100, 1469, 664, 494, 704, 466, 
1110, 2109, 1463, 643, 501, 707, 476, 
1111, 2099, 1499, 676, 467, 674, 474, 
1112, 2097, 1493, 670, 469, 643, 491, 
1113, 2109, 1472, 683, 481, 667, 491, 
1114, 2112, 1471, 677, 472, 671, 475, 
1115, 2111, 1480, 679, 483, 673, 485, 
1116, 2111, 1467, 678, 474, 683, 480, 
1117, 2103, 1495, 676, 484, 707, 479, 
1118, 2105, 1484, 674, 478, 706, 471, 
1119, 2111, 1478, 645, 498, 708, 465, 
1120, 2103, 1472, 697, 468, 655, 499, 
1121, 2109, 1474, 701, 468, 666, 477, 
1122, 2100, 1494, 711, 474, 665, 487, 
1123, 2095, 1482, 657, 483, 684, 484, 
1124, 2112, 1491, 673, 468, 650, 494, 
1125, 2108, 1484, 706, 485, 646, 499, 
1126, 2112, 1481, 675, 477, 700, 484, 
1127, 2112, 1483, 681, 481, 682, 479, 
1128, 2103, 1491, 655, 497, 684, 481, 
1129, 2099, 1472, 683, 473, 680, 483, 
1130, 2109, 1477, 671, 476, 695, 480, 
1131, 2096, 1468, 688, 481, 660, 493, 
1132, 2110, 1472, 694, 475, 660, 505, 
1133, 2108, 1483, 657, 490, 691, 474, 
1134, 2106, 1497, 640, 500, 689, 469, 
1135, 2105, 1486, 679, 468, 668, 481, 
1136, 2105, 1482, 684, 483, 639, 493, 
1137, 2106, 1485, 672, 476, 697, 468, 
1138, 2111, 1482, 702, 477, 674, 472, 
1139, 2110, 1484, 645, 501, 681, 475, 
1140, 2103, 1479, 676, 473, 662, 488, 
1141, 2109, 1480, 688, 475, 662, 483, 
1142, 2109, 1470, 674, 479, 658, 504, 
1143, 2104, 1488, 665, 473, 694, 466, 
1144, 2100, 1484, 649, 512, 679, 470, 
1145, 2104, 1499, 668, 475, 707, 469, 
1146, 2106, 1483, 662, 479, 703, 469, 
1147, 2105, 1492, 684, 483, 659, 492, 
1148, 2104, 1470, 677, 474, 649, 496, 
